Login Ui Page,316,1909,1911,2257,2425,3568,562,5966,0.000%,.24467,0.19,0.06
Send OTP ,315,2771,2844,3217,3366,3615,1103,3831,0.000%,.24425,0.18,0.08
OpenLogin ,313,15255,10981,41320,44929,48005,3290,49592,0.000%,.24153,22.66,0.11
Product Listing Page (PLP),311,12,12,15,17,20,9,32,0.000%,.24297,8.30,0.13
Get Product List for Compare,311,2362,2411,2760,2871,4292,498,4969,0.000%,.24256,0.19,0.07
To Add Product To Compare,307,8681,9059,9857,10485,10857,1939,11106,0.000%,.23925,0.19,0.09
Get Compare List after adding Product,306,8514,8680,9921,10194,10672,1827,12231,0.000%,.23914,0.30,0.07
To Remove Product from Compare List ,304,8707,8998,9910,10181,10754,1105,10980,0.000%,.23785,0.19,0.09
Product Description Page (PDP),301,13959,14235,15996,16353,17589,5824,18372,0.000%,.23575,23.72,0.07
Get Product details with seller,299,13929,14044,15846,16188,17228,4161,17686,0.000%,.23582,3.23,0.07
Add Product to WishList,297,17882,17713,20989,21911,22976,7814,23900,0.000%,.23514,0.16,0.07
Add To Cart,294,31724,28799,56644,62757,68048,12580,73062,1.020%,.23348,0.25,0.19
Buy Now ,286,29879,27399,54180,60967,64148,9189,67002,0.000%,.23060,0.25,0.13
Instabuy pop-up,278,13947,13796,17314,18701,20538,2095,23365,2.878%,.22903,0.97,0.07
Exchange Pop-up,277,4282,4235,4803,4943,5270,3158,7952,0.000%,.23079,0.83,0.06
Remove Exchange,272,2879,2859,3235,3316,3484,2216,4581,0.000%,.22932,0.18,0.08
Deactivate Exchange,272,2896,2849,3233,3368,3651,2153,5978,0.000%,.22939,0.18,0.08
Notify Me (if product is out of stock),272,2243,2204,2534,2669,2835,1792,5357,0.000%,.22961,0.18,0.11
Place Order,270,13437,3123,29789,32446,71835,2136,79325,0.000%,.22748,34.18,0.08
TOTAL,5601,10235,8366,23648,29653,57701,9,79325,0.196%,4.30649,92.40,1.66
