Login Ui Page,128,1104,1096,1558,1670,1772,262,1969,0.000%,.21181,0.16,0.05
Send OTP ,128,1732,1731,2351,2484,2712,527,2797,0.000%,.21093,0.16,0.07
OpenLogin ,128,9656,7032,22966,30171,35148,2117,36804,0.000%,.20535,19.44,0.09
Product Listing Page (PLP),125,13,12,17,18,35,9,55,0.000%,.21509,7.35,0.12
Get Product List for Compare,125,1541,1444,2100,2242,2715,472,3211,0.000%,.21428,0.17,0.06
To Add Product To Compare,125,5673,5141,7330,7864,8098,3514,8101,0.000%,.21157,0.17,0.08
Get Compare List after adding Product,125,5695,5335,7386,7637,8502,3874,8657,0.000%,.21010,0.26,0.06
To Remove Product from Compare List ,125,5732,5151,7388,7598,8234,3602,8345,0.000%,.20998,0.17,0.08
Product Description Page (PDP),122,9159,8368,11961,12483,12750,6120,13280,0.000%,.20640,20.46,0.06
Get Product details with seller,120,9213,8499,11674,12413,13435,6407,14170,0.000%,.20587,2.82,0.06
Add Product to WishList,117,11597,10980,14936,16139,17300,7547,17411,0.000%,.20271,0.14,0.06
Add To Cart,112,20602,18314,33006,40788,50194,7749,50238,0.893%,.19445,0.21,0.16
Buy Now ,110,19552,17546,29430,38298,48620,7949,49122,0.000%,.19670,0.21,0.11
Instabuy pop-up,104,8969,9100,11513,12256,13083,1311,13120,0.962%,.19423,0.83,0.06
Exchange Pop-up,103,2682,2634,3499,3632,3724,1494,3745,0.000%,.19493,0.70,0.05
Remove Exchange,102,1773,1622,2327,2365,2653,1129,2847,0.000%,.19721,0.15,0.07
Deactivate Exchange,102,1801,1801,2337,2431,2770,1071,2839,0.000%,.19677,0.15,0.07
Notify Me (if product is out of stock),102,1383,1326,1759,1885,2024,698,2180,0.000%,.19679,0.15,0.09
Place Order,101,25219,10152,124491,124843,127020,978,127077,11.881%,.18426,0.17,0.07
TOTAL,2204,7364,4834,15199,21114,47247,9,127077,0.635%,3.42658,50.13,1.32
