Login Ui Page,40,207,178,308,360,440,144,440,0.000%,.13251,0.10,0.03
Send OTP ,40,543,496,700,803,861,434,861,0.000%,.13244,0.10,0.04
OpenLogin ,40,1942,1524,4484,4744,5393,990,5393,0.000%,.13223,12.92,0.06
Product Listing Page (PLP),38,12,12,16,16,18,10,18,0.000%,.13428,4.59,0.07
Get Product List for Compare,38,200,202,243,257,265,156,265,0.000%,.13418,0.11,0.04
To Add Product To Compare,38,641,632,730,763,1024,490,1024,0.000%,.13402,0.11,0.05
Get Compare List after adding Product,38,717,694,903,960,1016,483,1016,0.000%,.13398,0.17,0.04
To Remove Product from Compare List ,38,649,618,778,829,1185,484,1185,0.000%,.13402,0.11,0.05
Product Description Page (PDP),38,1145,1077,1477,1661,2027,731,2027,0.000%,.13385,13.32,0.04
Get Product details with seller,38,1119,1054,1562,1620,1853,787,1853,0.000%,.13404,1.87,0.04
Add Product to WishList,38,1318,1289,1663,1710,2045,894,2045,0.000%,.13403,0.09,0.04
Add To Cart,38,3917,3308,6756,7522,9882,2235,9882,0.000%,.13326,0.14,0.11
Buy Now ,38,3846,3220,6617,6903,9640,2022,9640,0.000%,.13311,0.14,0.08
Instabuy pop-up,36,1509,1499,1787,1806,1968,1187,1968,0.000%,.12945,0.56,0.04
Exchange Pop-up,36,325,318,387,447,513,250,513,0.000%,.13006,0.47,0.03
Remove Exchange,35,219,206,249,266,419,172,419,0.000%,.13201,0.10,0.05
Deactivate Exchange,35,233,232,267,289,391,172,391,0.000%,.13204,0.10,0.05
Notify Me (if product is out of stock),35,187,181,219,244,292,139,292,0.000%,.13209,0.10,0.06
Place Order,35,3294,2268,7409,8687,9796,1587,9796,0.000%,.13134,0.15,0.05
TOTAL,712,1161,663,2806,3916,7457,10,9882,0.000%,2.30720,33.15,0.89
