Login Ui Page,277,3357,3680,4063,4281,6739,546,10795,0.000%,.31348,0.24,0.08
Send OTP ,277,4661,5357,5701,5863,6235,645,8393,0.000%,.31204,0.23,0.10
OpenLogin ,277,26471,19051,75010,83173,85283,3588,86036,0.000%,.30266,28.51,0.14
Product Listing Page (PLP),269,15,12,26,31,50,9,123,0.000%,.30155,10.30,0.17
Get Product List for Compare,267,4305,4629,5021,5137,7845,208,12905,0.000%,.29891,0.24,0.09
To Add Product To Compare,266,16088,17300,18255,18607,19562,1193,22849,0.000%,.29499,0.24,0.11
Get Compare List after adding Product,257,16869,16952,19681,20186,22737,5912,24530,0.000%,.28600,0.40,0.09
To Remove Product from Compare List ,246,16688,17251,17898,18148,19489,7120,26481,0.000%,.27576,0.22,0.10
Product Description Page (PDP),235,27229,27177,29636,30175,32180,18798,35937,0.000%,.26546,26.57,0.07
Get Product details with seller,228,27379,27020,29605,30023,30965,15438,37537,0.000%,.26297,3.61,0.08
Add Product to WishList,219,34794,34158,39950,40660,42362,17922,45970,0.000%,.26081,0.18,0.08
Add To Cart,211,62642,59226,107917,120004,120099,18768,120459,5.687%,.26023,0.27,0.22
Buy Now ,197,58523,53161,112957,115083,118014,21753,120023,0.508%,.25894,0.28,0.15
Instabuy pop-up,186,31843,31360,45352,49258,53470,4393,55906,4.301%,.25709,1.03,0.08
Exchange Pop-up,183,8370,8253,8890,9070,10175,7158,14966,0.000%,.26751,0.96,0.07
Remove Exchange,180,5593,5540,5943,6053,6270,4586,10245,0.000%,.26578,0.21,0.10
Deactivate Exchange,179,5576,5487,5961,6150,6251,4508,9561,0.000%,.27053,0.21,0.10
Notify Me (if product is out of stock),179,4404,4259,4646,4810,7488,3807,13426,0.000%,.27113,0.21,0.13
Place Order,179,31794,35212,56455,57787,59415,4661,72502,0.000%,.26564,77.00,0.08
TOTAL,4312,19567,16597,47828,57979,106968,9,120459,0.487%,4.68270,127.73,1.79
