Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,115,115,115,115,115,115,115,0.000%,8.69565,6.73,2.23
OpenLogin ,1,4877,4877,4877,4877,4877,4877,4877,0.000%,.20504,0.35,0.07
TriggerOTP ,1,530,530,530,530,530,530,530,0.000%,1.88679,26.86,1.00
Product Listing Page (PLP),1,21,21,21,21,21,21,21,0.000%,47.61905,1368.49,26.27
Get Product List for Compare,1,102,102,102,102,102,102,102,0.000%,9.80392,7.83,2.93
To Add Product To Compare,1,295,295,295,295,295,295,295,0.000%,3.38983,2.66,1.29
Get Compare List after adding Product,1,272,272,272,272,272,272,272,0.000%,3.67647,4.03,1.13
To Remove Product from Compare List ,1,295,295,295,295,295,295,295,0.000%,3.38983,2.67,1.23
Product Description Page (PDP),1,534,534,534,534,534,534,534,0.000%,1.87266,78.32,0.52
Get Product details with seller,1,524,524,524,524,524,524,524,0.000%,1.90840,8.80,0.56
Add Product to WishList,1,732,732,732,732,732,732,732,0.000%,1.36612,0.96,0.39
Notify Me (if product is out of stock),1,178,178,178,178,178,178,178,0.000%,5.61798,4.32,2.62
Add To Cart,1,6084,6084,6084,6084,6084,6084,6084,0.000%,.16437,0.17,0.14
Buy Now ,1,5566,5566,5566,5566,5566,5566,5566,0.000%,.17966,0.19,0.10
Instabuy pop-up,1,2930,2930,2930,2930,2930,2930,2930,0.000%,.34130,1.77,0.10
Exchange Pop-up,1,151,151,151,151,151,151,151,0.000%,6.62252,23.68,1.64
Remove Exchange,1,133,133,133,133,133,133,133,0.000%,7.51880,5.82,2.75
Deactivate Exchange,1,117,117,117,117,117,117,117,0.000%,8.54701,6.65,3.13
Place Order,1,6743,6743,6743,6743,6743,6743,6743,0.000%,.14830,0.17,0.06
TOTAL,19,1589,295,5566,6084,6743,21,6743,0.000%,.33213,1.93,0.13
