Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,394,269,235,447,487,586,102,1992,0.000%,.65222,0.50,0.17
OpenLogin ,394,1451,1334,1975,2267,3167,914,3960,0.000%,.65060,1.07,0.23
TriggerOTP ,394,1375,1184,2644,2829,3316,360,3857,0.000%,.64860,2.46,0.34
Product Listing Page (PLP),393,25,22,29,33,64,19,324,0.000%,.65402,18.90,0.35
Get Product List for Compare,393,413,428,627,681,771,104,840,0.000%,.65360,0.52,0.20
To Add Product To Compare,392,1403,1462,2132,2276,2500,307,2680,0.000%,.65087,0.56,0.24
Get Compare List after adding Product,388,1595,1682,2326,2491,2725,105,2980,0.000%,.64634,0.95,0.20
To Remove Product from Compare List ,383,1640,1731,2224,2299,2508,375,2637,0.000%,.63983,0.52,0.23
Product Description Page (PDP),377,2629,2788,3418,3601,3740,670,4084,0.000%,.63317,16.63,0.17
Get Product details with seller,375,2575,2717,3418,3572,3785,784,4017,0.000%,.63231,3.04,0.18
Add Product to WishList,371,2827,3007,3935,4091,4444,758,4990,0.000%,.63052,0.44,0.18
Notify Me (if product is out of stock),370,361,352,577,648,720,90,920,0.000%,.63892,0.49,0.29
Add To Cart,370,601,394,958,2358,3625,105,4636,0.000%,.63878,0.60,0.36
Buy Now ,369,530,321,1484,2081,3082,107,4043,0.000%,.64034,0.61,0.36
Instabuy pop-up,368,403,316,718,974,1885,102,2325,0.000%,.64048,0.41,0.19
Exchange Pop-up,366,443,371,810,963,1205,152,1310,0.000%,.64017,2.29,0.16
Remove Exchange,365,313,251,555,678,803,114,968,0.000%,.64140,0.50,0.23
Deactivate Exchange,364,313,267,543,635,795,125,906,0.000%,.65351,0.51,0.24
Place Order,364,440,327,905,1256,1796,100,2399,0.000%,.65253,0.53,0.23
TOTAL,7190,1035,558,2654,3186,3777,19,4990,0.000%,11.74508,50.14,4.36
