Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,45,137,123,178,225,248,102,248,0.00%,0.16175,0.12,0.04
OpenLogin ,45,1030,919,1456,1590,1780,818,1780,0.00%,0.16106,0.27,0.06
TriggerOTP ,45,422,382,544,621,816,335,816,0.00%,0.16135,0.61,0.08
Product Listing Page (PLP),45,27,23,28,39,125,20,125,0.00%,0.16158,4.67,0.09
Get Product List for Compare,45,107,108,113,118,131,97,131,0.00%,0.16153,0.13,0.05
To Add Product To Compare,45,323,312,368,385,429,288,429,0.00%,0.16139,0.14,0.06
Get Compare List after adding Product,45,319,324,376,400,430,261,430,0.00%,0.16144,0.24,0.05
To Remove Product from Compare List ,45,338,311,397,536,645,281,645,0.00%,0.16144,0.13,0.06
Product Description Page (PDP),45,563,548,623,679,753,491,753,0.00%,0.16137,4.23,0.04
Get Product details with seller,45,546,530,622,650,739,466,739,0.00%,0.16141,0.77,0.05
Add Product to WishList,45,733,701,826,933,1235,608,1235,0.00%,0.16134,0.11,0.05
Notify Me (if product is out of stock),45,101,97,117,135,165,90,165,0.00%,0.16166,0.12,0.07
Add To Cart,45,260,111,182,1450,1558,100,1558,0.00%,0.16088,0.15,0.09
Buy Now ,45,261,112,127,1443,1578,99,1578,0.00%,0.16013,0.15,0.09
Instabuy pop-up,44,139,114,284,290,332,101,332,0.00%,0.15898,0.1,0.05
Exchange Pop-up,44,161,158,177,194,218,147,218,0.00%,0.15895,0.57,0.04
Remove Exchange,43,121,121,133,136,143,110,143,0.00%,0.15683,0.12,0.06
Deactivate Exchange,43,129,125,144,152,185,114,185,0.00%,0.15682,0.12,0.06
Place Order,40,158,107,289,325,419,99,419,0.00%,0.16377,0.13,0.06
TOTAL,844,312,158,698,885,1459,20,1780,0.00%,2.76525,11.76,8
