Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,90,132,124,166,186,215,101,247,0.000%,.30899,0.24,0.08
OpenLogin ,90,1142,904,1584,2903,2953,814,3176,0.000%,.30825,0.51,0.11
TriggerOTP ,90,446,418,574,624,811,324,822,0.000%,.31096,1.18,0.16
Product Listing Page (PLP),90,24,23,29,33,57,20,71,0.000%,.31133,9.00,0.17
Get Product List for Compare,90,123,113,151,167,231,97,258,0.000%,.31124,0.25,0.09
To Add Product To Compare,90,377,350,518,568,621,287,655,0.000%,.31096,0.27,0.12
Get Compare List after adding Product,90,397,375,539,597,696,102,715,0.000%,.31120,0.46,0.10
To Remove Product from Compare List ,90,406,381,568,601,688,280,742,0.000%,.31128,0.25,0.11
Product Description Page (PDP),90,701,654,932,1104,1196,488,1213,0.000%,.31123,8.15,0.08
Get Product details with seller,90,666,640,831,875,1045,476,1114,0.000%,.31160,1.50,0.09
Add Product to WishList,90,843,819,978,1179,1356,619,1383,0.000%,.31170,0.22,0.09
Notify Me (if product is out of stock),85,120,116,159,164,210,89,221,0.000%,.29910,0.23,0.13
Add To Cart,85,280,119,253,1345,1417,103,3271,0.000%,.29786,0.28,0.17
Buy Now ,84,272,123,328,1341,1652,100,3191,0.000%,.30113,0.28,0.17
Instabuy pop-up,84,155,124,292,338,386,101,420,0.000%,.30123,0.19,0.09
Exchange Pop-up,84,184,173,227,236,340,146,383,0.000%,.30106,1.08,0.07
Remove Exchange,81,138,127,172,195,299,110,386,0.000%,.29294,0.23,0.11
Deactivate Exchange,80,141,132,164,190,208,114,420,0.000%,.31548,0.25,0.12
Place Order,80,167,112,335,382,429,95,456,0.000%,.31530,0.25,0.11
TOTAL,1653,359,190,837,941,1470,20,3271,0.000%,5.30723,22.91,1.97
