Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,420,126,55,314,435,972,36,1121,0.000%,.47012,0.46,0.12
OpenLogin ,420,11575,11676,14102,21352,25221,1162,27099,0.000%,.46345,0.81,0.24
TriggerOTP,419,19351,21828,25054,26209,27901,695,28238,11.933%,.45918,1.77,0.33
Product Listing Page (PLP),411,21,19,27,30,48,15,272,0.000%,.46349,12.91,0.23
Get Product List for Compare,411,9146,9824,11352,11840,12495,780,12942,0.000%,.45702,0.37,0.14
To Add Product To Compare,410,11539,12329,13752,13947,14499,2695,15050,7.317%,.46062,0.39,0.18
Get Compare List after adding Product,410,11449,11924,13633,14029,15122,2656,15823,0.000%,.45508,0.58,0.14
To Remove Product from Compare List ,406,11687,12097,13782,14152,14636,3006,15075,61.084%,.45121,0.37,0.16
Get Compare List after removing Product,401,9823,10196,11678,12057,12568,1915,13005,0.000%,.44800,0.36,0.14
Product Description Page (PDP),398,10082,10545,12013,12346,13204,2163,15060,0.000%,.44808,5.71,0.12
Get Product details with seller,396,10011,10312,11900,12284,13181,1941,14149,0.000%,.44450,2.14,0.13
Add Product to WishList,394,13702,14488,15843,16460,17419,1546,17776,12.690%,.44278,0.32,0.13
Notify Me (if product is out of stock),386,10051,10369,11694,12035,12910,1703,13155,0.000%,.43605,0.34,0.20
Add To Cart,377,20186,23081,29085,32053,40012,4083,42497,0.000%,.42385,0.42,0.25
Buy Now ,373,19997,21664,28671,31824,39264,4042,41730,0.000%,.42172,0.43,0.24
Instabuy pop-up,355,12710,13117,15480,16319,16864,6672,17090,9.577%,.40575,0.92,0.12
Exchange Pop-up,345,11156,11267,12520,13004,13427,5989,14121,0.000%,.39814,1.44,0.10
Remove Exchange,340,10526,10471,12102,12594,13271,6869,14704,0.000%,.39695,0.31,0.15
Deactivate Exchange,338,10466,10484,12033,12477,13082,6531,13921,0.000%,.39891,0.32,0.15
Place Order,327,16037,12800,37951,40121,42704,6490,43425,0.000%,.38706,20.94,0.14
TOTAL,7737,11367,11082,19038,25117,33153,15,43425,5.325%,8.45323,48.82,3.32
