Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,125,73,57,104,127,433,40,438,0.000%,.40294,0.40,0.10
OpenLogin ,124,1900,1441,2068,6786,7142,922,7262,0.000%,.40789,0.71,0.21
TriggerOTP,124,1318,1290,1585,1666,2127,544,2322,0.000%,.40737,1.71,0.29
Product Listing Page (PLP),124,21,20,26,28,40,15,47,0.000%,.40832,11.37,0.21
Get Product List for Compare,124,380,387,461,492,537,158,542,0.000%,.40789,0.33,0.12
To Add Product To Compare,124,1159,1181,1326,1374,1461,503,1578,0.000%,.40647,0.34,0.16
Get Compare List after adding Product,124,1137,1130,1394,1443,1562,484,1745,0.000%,.40597,0.52,0.13
To Remove Product from Compare List ,124,1152,1147,1402,1455,1577,538,1620,0.000%,.40515,0.33,0.15
Get Compare List after removing Product,124,452,409,531,1039,1152,176,1216,0.000%,.40534,0.34,0.13
Product Description Page (PDP),124,559,567,663,690,742,263,753,0.000%,.40506,5.15,0.11
Get Product details with seller,123,560,564,652,682,789,364,836,0.000%,.41018,1.97,0.12
Add Product to WishList,123,1968,1993,2371,2390,2517,1256,2639,0.000%,.40855,0.29,0.12
Notify Me (if product is out of stock),123,379,381,470,485,496,228,510,0.000%,.40960,0.32,0.19
Add To Cart,123,3397,3450,4342,8768,9948,507,10731,0.000%,.40403,0.41,0.24
Buy Now ,121,3373,3394,4269,9193,10226,502,11411,0.000%,.40117,0.41,0.23
Instabuy pop-up,120,1675,2115,2415,2496,2935,292,4426,0.000%,.40349,1.01,0.13
Exchange Pop-up,119,695,689,826,882,936,416,942,0.000%,.40535,1.47,0.10
Remove Exchange,119,449,451,549,562,601,264,647,0.000%,.40589,0.32,0.15
Deactivate Exchange,119,445,441,526,562,604,254,640,0.000%,.40581,0.32,0.15
Place Order,118,3052,2650,3623,12045,12456,522,12635,0.000%,.40148,0.42,0.15
TOTAL,2449,1202,750,2650,3584,8768,15,12635,0.000%,7.86236,27.38,3.09
