Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,259,59,52,84,105,142,35,191,0.000%,.42456,0.42,0.11
OpenLogin ,259,4627,3436,5063,18586,19782,1075,20144,0.000%,.42298,0.74,0.22
TriggerOTP,258,4273,4084,5412,6042,6943,709,8947,0.775%,.42730,1.75,0.30
Product Listing Page (PLP),258,23,19,25,28,48,15,486,0.000%,.42786,11.92,0.22
Get Product List for Compare,258,1373,1352,1658,1772,1957,284,2222,0.000%,.42707,0.35,0.13
To Add Product To Compare,258,4200,4258,4554,4677,4801,1112,5514,2.326%,.42473,0.36,0.16
Get Compare List after adding Product,258,4281,4242,4966,5073,5265,2123,5631,0.000%,.42398,0.58,0.13
To Remove Product from Compare List ,254,4230,4241,4526,4652,4791,3131,5119,4.724%,.41962,0.34,0.15
Get Compare List after removing Product,253,1403,1370,1603,1685,1853,1024,2005,0.000%,.42155,0.34,0.13
Product Description Page (PDP),253,1847,1796,2151,2264,2505,1412,2740,0.000%,.42098,5.36,0.12
Get Product details with seller,250,1873,1820,2137,2269,3027,1486,4315,0.000%,.41939,2.02,0.12
Add Product to WishList,250,7132,7168,7693,7855,8215,1079,8336,0.800%,.41806,0.30,0.12
Notify Me (if product is out of stock),247,1320,1264,1545,1670,1869,1022,1997,0.000%,.42428,0.33,0.20
Add To Cart,247,9527,10082,12579,26780,28658,1299,31533,0.000%,.41529,0.42,0.24
Buy Now ,243,9257,9932,12017,26356,27409,1390,27589,0.000%,.41784,0.43,0.24
Instabuy pop-up,238,4978,6077,6760,6971,8846,1190,10055,3.782%,.41443,1.07,0.13
Exchange Pop-up,236,2404,2382,2650,2830,3002,1676,3050,0.000%,.41462,1.50,0.10
Remove Exchange,234,1593,1551,1846,1945,2128,1263,2444,0.000%,.41360,0.33,0.15
Deactivate Exchange,233,1591,1544,1871,1932,2059,1229,2197,0.000%,.41309,0.33,0.15
Place Order,231,6772,7596,10650,16226,35074,1227,36055,0.000%,.40920,10.13,0.15
TOTAL,4977,3617,2365,7702,10287,18586,15,36055,0.623%,8.04976,37.18,3.16
