Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,539,61,50,89,120,193,34,744,0.186%,.41770,0.41,0.11
OpenLogin ,537,6117,5138,7162,19327,20591,1189,21983,0.000%,.41588,0.73,0.22
TriggerOTP,536,7477,7515,9405,9876,11239,617,11733,0.373%,.41519,1.72,0.29
Product Listing Page (PLP),534,20,18,24,28,40,15,329,0.000%,.41621,11.59,0.21
Get Product List for Compare,534,2897,2991,3664,3906,4375,136,6135,0.000%,.41520,0.34,0.13
To Add Product To Compare,533,5527,5680,6454,6675,7103,425,8273,2.064%,.41412,0.35,0.16
Get Compare List after adding Product,529,5640,5741,6641,6858,7397,497,8425,0.000%,.41150,0.55,0.13
To Remove Product from Compare List ,527,5619,5759,6508,6737,7328,437,8068,6.831%,.41064,0.33,0.15
Get Compare List after removing Product,524,3009,3080,3814,3963,4450,139,5818,0.000%,.40949,0.33,0.13
Product Description Page (PDP),523,3367,3439,4071,4265,4583,232,5489,0.000%,.40856,5.20,0.11
Get Product details with seller,520,3385,3444,4129,4327,4897,232,5711,0.000%,.40881,1.97,0.12
Add Product to WishList,520,8394,8553,9464,9677,10211,1039,10736,0.385%,.40669,0.29,0.12
Notify Me (if product is out of stock),514,2969,2984,3725,3911,4436,131,5574,0.000%,.40320,0.32,0.19
Add To Cart,513,11860,12818,15468,28882,30969,1614,32709,0.000%,.40114,0.41,0.23
Buy Now ,508,11497,12184,14948,28066,29531,1309,30677,0.000%,.39862,0.41,0.23
Instabuy pop-up,504,6582,7322,8318,8771,9429,410,10578,4.960%,.39861,1.08,0.12
Exchange Pop-up,503,4061,4077,4727,4993,5378,382,6916,0.000%,.39722,1.44,0.10
Remove Exchange,500,3190,3151,3892,4072,4402,426,5021,0.000%,.39540,0.31,0.15
Deactivate Exchange,496,3167,3109,3804,4067,4580,196,6376,0.000%,.39285,0.31,0.15
Place Order,492,6581,5463,10484,17041,34703,1169,36240,0.000%,.38953,6.52,0.15
TOTAL,10386,5050,4042,9113,12952,20218,15,36240,0.741%,7.99956,34.04,3.14
