Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,21,146,138,192,217,217,99,217,0.000%,.07116,0.05,0.02
OpenLogin ,21,1258,1253,1344,1422,1985,996,1985,0.000%,.07096,0.12,0.02
TriggerOTP ,21,671,649,748,756,1461,473,1461,0.000%,.07107,0.26,0.04
Product Listing Page (PLP),21,19,17,34,34,39,15,39,0.000%,.07124,2.23,0.04
Get Product List for Compare,21,115,111,129,130,143,101,143,0.000%,.07122,0.06,0.02
To Add Product To Compare ,21,420,394,588,590,590,304,590,0.000%,.07114,0.06,0.03
Get Compare List after adding Product,21,416,389,634,645,713,274,713,0.000%,.07115,0.11,0.02
To Remove Product from Compare List,21,437,390,595,615,648,323,648,0.000%,.07112,0.06,0.03
Product Description Page (PDP),21,11798,12359,18394,19340,22356,4352,22356,0.000%,.06788,0.59,0.02
Get Product details with seller,19,9744,10702,14351,14395,18372,4418,18372,0.000%,.06386,0.23,0.02
Add Product to WishList,16,1014,916,1502,1523,1680,474,1680,0.000%,.05879,0.04,0.02
Notify Me (if product is out of stock),16,183,155,271,327,437,99,437,0.000%,.05889,0.05,0.03
Add To Cart,16,61239,71660,82596,83103,89128,600,89128,0.000%,.04756,0.05,0.04
Buy Now ,13,73199,94266,95854,95854,100019,590,100019,0.000%,.04806,0.05,0.04
Instabuy pop-up,13,15777,15528,30458,30458,31347,113,31347,7.692%,.04816,0.13,0.01
Exchange Pop-up,13,331,194,892,892,1161,164,1161,0.000%,.04816,0.17,0.01
Remove Exchange,13,195,164,281,281,412,125,412,0.000%,.04835,0.04,0.02
Deactivate Exchange,13,294,190,440,440,1087,128,1087,0.000%,.04837,0.04,0.02
Place Order,13,41038,60206,63969,63969,64322,307,64322,0.000%,.04342,18.74,0.01
TOTAL,334,9598,468,30458,71709,95054,15,100019,0.299%,.93388,19.26,0.37
