Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,12,127,122,144,144,186,107,186,0.00%,0.05031,0.04,0.01
OpenLogin ,12,1197,1114,1400,1400,1448,1041,1448,0.00%,0.05004,0.09,0.02
TriggerOTP ,12,855,881,1011,1011,1120,503,1120,0.00%,0.05004,0.18,0.03
Product Listing Page (PLP),12,21,21,25,25,28,17,28,0.00%,0.05022,1.6,0.03
Get Product List for Compare,12,164,140,239,239,240,117,240,0.00%,0.0502,0.04,0.02
To Add Product To Compare ,12,540,441,710,710,793,308,793,0.00%,0.05017,0.04,0.02
Get Compare List after adding Product,12,472,448,662,662,667,276,667,0.00%,0.05026,0.08,0.02
To Remove Product from Compare List,12,473,497,575,575,775,303,775,0.00%,0.05033,0.04,0.02
Product Description Page (PDP),12,9826,10354,12415,12415,12434,5082,12434,0.00%,0.04912,0.43,0.01
Get Product details with seller,12,8247,6893,12362,12362,12708,3305,12708,0.00%,0.0499,0.17,0.01
Add Product to WishList,12,1314,1067,1609,1609,3954,630,3954,0.00%,0.05253,0.04,0.02
Notify Me (if product is out of stock),7,137,115,119,299,299,102,299,0.00%,0.03424,0.03,0.02
Add To Cart,12,66311,72431,88509,88509,88905,665,88905,0.00%,0.03917,0.04,0.03
Buy Now ,7,58231,80069,81290,83656,83656,599,83656,0.00%,0.03388,0.03,0.03
Instabuy pop-up,7,6386,8539,9947,10965,10965,117,10965,0.00%,0.03415,0.09,0.01
Exchange Pop-up,7,184,181,196,205,205,168,205,0.00%,0.03415,0.12,0.01
Remove Exchange,7,192,140,159,499,499,129,499,0.00%,0.03416,0.03,0.01
Deactivate Exchange,7,218,156,178,588,588,144,588,0.00%,0.03416,0.03,0.01
Place Order,7,10957,14260,16572,16749,16749,313,16749,0.00%,0.0342,0.04,0.01
TOTAL,193,8335,634,12708,77013,86994,17,88905,0.00%,0.5745,2.21,0.23
