Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,354,788,760,1018,1106,1317,140,1965,0.000%,.58100,0.45,0.15
OpenLogin ,354,4658,2575,14795,15097,15309,1368,16356,0.000%,.57663,0.96,0.20
TriggerOTP ,350,3201,2854,4489,5147,6172,896,7061,0.000%,.57619,3.17,0.31
Product Listing Page (PLP),349,18,17,22,25,32,14,65,0.000%,.57629,15.47,0.31
Get Product List for Compare,349,993,959,1242,1354,1572,294,1698,0.000%,.57470,0.46,0.17
To Add Product To Compare,347,3126,3142,3411,3534,3814,1557,3843,0.000%,.57177,0.47,0.21
Get Compare List after adding Product,345,3156,3123,3625,3741,4096,903,4311,0.000%,.56968,0.74,0.18
To Remove Product from Compare List ,343,3158,3153,3377,3517,3615,2754,4161,0.000%,.56884,0.45,0.20
Product Description Page (PDP),341,4698,4708,4984,5145,5338,2649,5600,0.000%,.56802,7.51,0.15
Get Product details with seller,338,4676,4671,4959,5045,5395,2827,5629,0.000%,.56808,2.17,0.16
Add Product to WishList,334,5465,5434,5910,6069,6379,4225,6737,0.000%,.56629,0.40,0.16
Notify Me (if product is out of stock),331,919,892,1084,1183,1376,713,1477,0.000%,.56954,0.44,0.26
Add To Cart,331,4517,1020,20162,21329,22209,739,23012,0.000%,.56240,0.54,0.32
Buy Now ,328,4355,1013,19743,20727,21313,796,21757,0.000%,.55947,0.54,0.31
Instabuy pop-up,326,2659,1070,6929,7564,8553,770,9198,0.000%,.56034,0.86,0.16
Exchange Pop-up,325,1588,1558,1777,1896,2107,1304,2183,0.000%,.56480,2.02,0.14
Remove Exchange,325,1123,1085,1281,1422,1702,860,1840,0.000%,.56501,0.44,0.21
Deactivate Exchange,325,1123,1087,1337,1440,1625,868,1765,0.000%,.56463,0.44,0.21
Place Order,324,2857,1005,3309,17464,25953,777,27172,0.000%,.56654,15.22,0.20
TOTAL,6419,2794,1615,5080,5789,20401,14,27172,0.000%,10.38492,50.53,3.86
