Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,176,230,232,288,310,324,107,345,0.000%,.56696,0.44,0.15
OpenLogin ,175,2261,1286,6800,7021,7765,888,8903,0.000%,.56387,0.94,0.20
TriggerOTP ,174,900,871,1208,1298,1564,333,1678,0.000%,.56210,3.11,0.30
Product Listing Page (PLP),173,18,17,22,25,44,15,95,0.000%,.56831,15.26,0.31
Get Product List for Compare,173,263,267,342,357,365,95,370,0.000%,.56778,0.45,0.17
To Add Product To Compare,173,798,800,993,1060,1144,286,1455,0.000%,.56611,0.47,0.21
Get Compare List after adding Product,173,780,779,1023,1075,1241,364,1335,0.000%,.56497,0.72,0.17
To Remove Product from Compare List ,173,800,826,985,1046,1172,275,1242,0.000%,.56411,0.45,0.20
Product Description Page (PDP),173,1226,1217,1514,1615,1776,566,1966,0.000%,.56245,7.45,0.15
Get Product details with seller,172,1230,1235,1514,1578,1665,536,1714,0.000%,.55969,2.14,0.16
Add Product to WishList,170,1386,1409,1652,1734,1796,724,2091,0.000%,.55531,0.39,0.16
Notify Me (if product is out of stock),170,234,237,305,316,350,116,391,0.000%,.55647,0.43,0.25
Add To Cart,169,1790,292,8593,9028,9576,123,10068,0.000%,.54681,0.52,0.31
Buy Now ,168,1768,290,8663,8957,9479,119,9675,0.000%,.55394,0.53,0.31
Instabuy pop-up,168,1006,296,3571,3803,4067,119,4106,1.786%,.55236,0.83,0.16
Exchange Pop-up,168,421,418,532,567,628,169,723,0.000%,.55174,1.97,0.14
Remove Exchange,168,298,297,368,394,454,155,570,0.000%,.55154,0.43,0.20
Deactivate Exchange,167,303,301,382,404,467,167,476,0.000%,.54984,0.43,0.20
Place Order,167,1309,282,1679,10548,10935,141,11478,0.000%,.54068,5.01,0.19
TOTAL,3250,896,451,1445,1798,8995,15,11478,0.092%,10.31052,40.78,3.83
