Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,546,5532,6021,7036,7388,7846,301,8419,0.000%,.60178,0.47,0.15
OpenLogin ,542,8840,7911,17487,18586,19768,928,20201,0.554%,.59596,1.05,0.21
TriggerOTP ,536,13449,14530,16033,16561,17262,362,18974,0.187%,.59198,3.29,0.31
Product Listing Page (PLP),526,20,18,24,29,46,14,320,0.000%,.59089,15.86,0.32
Get Product List for Compare,526,5701,6105,7082,7328,7929,94,8131,0.000%,.58664,0.47,0.18
To Add Product To Compare,523,7651,7965,9120,9470,9998,282,10404,0.000%,.58279,0.49,0.22
Get Compare List after adding Product,518,7361,7541,8964,9271,9703,991,10331,0.000%,.57930,0.71,0.18
To Remove Product from Compare List ,510,7902,8056,9151,9461,9972,2298,10501,0.000%,.57245,0.47,0.20
Product Description Page (PDP),508,9242,9380,10739,11121,11677,3931,11902,0.000%,.57043,7.54,0.16
Get Product details with seller,502,9271,9327,10493,10795,11133,4321,11427,0.000%,.56784,2.17,0.16
Add Product to WishList,497,10026,10070,11348,11606,12263,5969,13006,0.000%,.56605,0.39,0.16
Notify Me (if product is out of stock),490,6168,6176,7264,7463,8020,2592,8407,0.000%,.56611,0.43,0.25
Add To Cart,486,9966,6433,27541,29307,31018,2962,32243,0.000%,.56017,0.54,0.32
Buy Now ,481,9906,6586,27662,28704,30488,4512,32509,0.000%,.55887,0.54,0.31
Instabuy pop-up,469,7968,7066,12072,13115,14248,4444,15914,0.426%,.55133,0.84,0.16
Exchange Pop-up,464,6765,6725,7839,8151,8682,5043,8880,0.000%,.55083,1.97,0.14
Remove Exchange,460,6460,6444,7523,7846,8098,4507,8204,0.000%,.55071,0.43,0.20
Deactivate Exchange,457,6403,6340,7470,7774,8155,4595,8303,0.000%,.55406,0.43,0.20
Place Order,453,9620,6524,9138,42150,44577,4752,47270,0.000%,.54894,30.27,0.19
TOTAL,9494,7791,7117,11105,15058,28824,14,47270,0.063%,10.39258,64.28,3.86
