Login Ui Page,338,386,393,490,515,602,157,829,0.000%,.55348,0.43,0.14
Send OTP ,337,769,776,902,938,1066,418,1222,0.000%,.55316,0.41,0.19
OpenLogin ,336,3076,2598,5473,6220,6761,1042,7003,0.000%,.55179,3.51,0.25
Product Listing Page (PLP),334,12,12,14,16,27,10,85,0.000%,.55147,14.61,0.31
Get Product List for Compare,332,516,515,635,688,920,201,1174,0.000%,.54906,0.44,0.20
To Add Product To Compare,331,1616,1641,1943,2073,2266,868,2397,0.000%,.54719,0.45,0.22
Get Compare List after adding Product,330,1684,1683,2181,2417,2950,182,3128,0.000%,.54914,0.76,0.20
To Remove Product from Compare List ,329,1618,1634,1954,2085,2165,738,2256,0.000%,.54677,0.44,0.19
Product Description Page (PDP),327,2404,2403,2850,2980,3127,1131,3276,0.000%,.54598,8.82,0.15
Get Product details with seller,325,2421,2426,2890,2997,3258,1453,3326,0.000%,.54533,3.16,0.16
Add Product to WishList,324,7054,6546,10004,10571,11942,4393,13056,0.000%,.54419,0.38,0.17
Add To Cart,320,5092,3521,9772,10177,10924,1730,12148,0.000%,.54404,0.54,0.45
Buy Now ,317,4871,3370,9367,9767,10501,1746,10583,0.000%,.54318,0.54,0.31
Instabuy pop-up,313,1505,659,2957,3136,3384,297,3799,3.514%,.54232,1.14,0.17
Exchange Pop-up,310,779,777,945,1004,1105,394,1295,0.000%,.54150,1.94,0.13
Remove Exchange,310,563,560,683,736,804,256,1143,0.000%,.54197,0.42,0.19
Deactivate Exchange,309,554,553,692,719,798,223,1156,0.000%,.54524,0.42,0.20
Notify Me (if product is out of stock),309,432,435,538,576,635,184,806,0.000%,.54536,0.42,0.25
Place Order,309,2162,1680,4291,7446,9094,253,9659,1.294%,.54415,21.71,0.20
TOTAL,6140,1973,1405,5588,6866,10085,10,13056,0.244%,9.97832,57.85,3.92
