Login Ui Page,88,160,157,196,215,221,122,223,0.000%,.28427,0.22,0.07
Send OTP ,87,634,451,489,544,4903,405,6578,0.000%,.28462,0.21,0.10
OpenLogin ,87,1695,1042,2304,5244,11238,816,11714,0.000%,.28410,1.81,0.13
Product Listing Page (PLP),87,14,12,14,17,22,11,118,0.000%,.28514,7.55,0.16
Get Product List for Compare,86,182,178,209,229,242,150,243,0.000%,.28678,0.23,0.10
To Add Product To Compare,86,569,560,629,677,724,467,820,0.000%,.28639,0.23,0.12
Get Compare List after adding Product,86,931,632,797,3237,5226,174,9528,0.000%,.28611,0.37,0.11
To Remove Product from Compare List ,86,563,550,636,696,828,465,868,0.000%,.28628,0.23,0.10
Product Description Page (PDP),84,924,858,990,1008,3740,691,3810,0.000%,.28594,4.63,0.08
Get Product details with seller,84,916,840,989,1054,1590,695,5479,0.000%,.28586,1.66,0.08
Add Product to WishList,84,3177,2927,4783,4957,6391,2277,6851,0.000%,.28390,0.20,0.09
Add To Cart,82,2505,2143,4176,4450,13061,886,14529,0.000%,.27956,0.28,0.23
Buy Now ,81,2650,2099,4516,6338,8930,882,17206,0.000%,.28287,0.28,0.16
Instabuy pop-up,80,846,219,1315,1440,1504,150,12336,0.000%,.28383,0.65,0.09
Exchange Pop-up,80,272,268,304,323,379,220,386,0.000%,.28378,1.01,0.07
Remove Exchange,79,199,198,227,240,260,159,284,0.000%,.28477,0.22,0.10
Deactivate Exchange,79,202,203,229,233,243,163,255,0.000%,.28472,0.22,0.10
Notify Me (if product is out of stock),79,156,152,180,187,216,123,230,0.000%,.28473,0.22,0.13
Place Order,79,1328,667,3374,3518,3883,169,6695,0.000%,.28426,0.29,0.11
TOTAL,1584,941,541,2681,3356,5623,11,17206,0.000%,5.07296,19.56,1.99
