Login Ui Page,49,148,141,172,200,262,122,262,0.000%,.16239,0.13,0.04
Send OTP ,49,434,432,466,477,528,397,528,0.000%,.16229,0.12,0.05
OpenLogin ,49,1121,948,1982,2021,2024,812,2024,0.000%,.16150,1.03,0.07
Product Listing Page (PLP),48,14,13,16,18,24,11,24,0.000%,.16176,4.28,0.09
Get Product List for Compare,48,158,156,165,177,193,148,193,0.000%,.16168,0.13,0.06
To Add Product To Compare,48,493,490,518,527,534,466,534,0.000%,.16149,0.13,0.07
Get Compare List after adding Product,48,581,540,662,787,832,505,832,0.000%,.16144,0.22,0.06
To Remove Product from Compare List ,47,486,482,514,519,538,461,538,0.000%,.16027,0.13,0.06
Product Description Page (PDP),47,749,744,806,820,847,677,847,0.000%,.16013,2.55,0.04
Get Product details with seller,46,737,733,776,791,810,686,810,0.000%,.16070,0.92,0.05
Add Product to WishList,46,2864,2505,4397,4643,4768,2115,4768,0.000%,.15850,0.11,0.05
Add To Cart,45,1928,1061,3523,3799,4693,839,4693,0.000%,.15770,0.16,0.13
Buy Now ,45,1925,1068,3518,3720,4646,847,4646,0.000%,.15770,0.16,0.09
Instabuy pop-up,44,623,193,1109,1127,1181,146,1181,0.000%,.16342,0.37,0.05
Exchange Pop-up,44,232,228,251,266,277,218,277,0.000%,.16334,0.58,0.04
Remove Exchange,44,172,169,191,196,204,158,204,0.000%,.16338,0.13,0.06
Deactivate Exchange,44,174,172,190,192,199,162,199,0.000%,.16338,0.13,0.06
Notify Me (if product is out of stock),44,138,135,153,156,159,126,159,0.000%,.16339,0.13,0.08
Place Order,44,1222,561,3017,3046,3199,463,3199,0.000%,.16166,0.17,0.06
TOTAL,879,743,482,2206,2816,4256,11,4768,0.000%,2.87162,11.02,1.13
