Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,7,154,146,157,213,213,134,213,0.000%,.07988,0.06,0.02
Send OTP ,7,429,427,446,447,447,416,447,0.000%,.07974,0.06,0.03
OpenLogin,7,1445,1351,1862,2404,2404,860,2404,0.000%,.07846,0.50,0.04
Product Listing Page (PLP),7,246,232,323,458,458,13,458,0.000%,.08062,2.14,0.04
Get Product List for Compare,7,153,153,156,156,156,151,156,0.000%,.08078,0.06,0.03
To Add Product To Compare,7,476,472,480,500,500,468,500,0.000%,.08049,0.06,0.03
Get Compare List after adding Product,7,552,545,564,595,595,532,595,0.000%,.08043,0.09,0.03
To Remove Product from Compare List ,7,468,468,472,477,477,460,477,0.000%,.08050,0.06,0.03
Product Description Page (PDP),7,728,723,746,766,766,695,766,0.000%,.08025,1.30,0.02
Get Product details with seller,7,714,710,732,756,756,682,756,0.000%,.08026,0.47,0.02
Add Product to WishList,7,2828,2452,2858,4675,4675,2202,4675,0.000%,.07880,0.05,0.02
Add To Cart,7,2191,2780,3090,3704,3704,863,3704,0.000%,.07770,0.08,0.06
Buy Now ,7,2120,2538,3063,3677,3677,843,3677,0.000%,.07719,0.08,0.04
Instabuy pop-up,7,680,1058,1085,1091,1091,146,1091,0.000%,.07894,0.22,0.02
Exchange Pop-up,7,229,226,235,248,248,222,248,0.000%,.07970,0.28,0.02
Remove Exchange,7,165,164,171,171,171,160,171,0.000%,.07978,0.06,0.03
Deactivate Exchange,7,170,172,173,177,177,161,177,0.000%,.07978,0.06,0.03
Notify Me (if product is out of stock) ,7,131,129,135,141,141,126,141,0.000%,.07981,0.06,0.04
Place Order,7,1415,1293,2842,2973,2973,459,2973,0.000%,.07743,0.08,0.03
TOTAL,133,805,468,2452,2910,3704,13,4675,0.000%,1.23872,4.71,0.49
