Login Ui Page,524,1446,1602,1755,1797,1950,192,5024,0.000%,.58122,0.45,0.15
Send OTP ,522,2427,2432,2645,4070,10228,432,13664,0.000%,.58012,0.43,0.19
OpenLogin ,519,14253,14220,27600,29608,36894,1763,41357,0.000%,.57290,3.65,0.26
Product Listing Page (PLP),508,13,12,15,16,22,10,441,0.000%,.56809,15.05,0.32
Get Product List for Compare,507,2046,2285,2460,2511,3275,149,5759,0.000%,.56677,0.45,0.20
To Add Product To Compare,505,7166,8036,8410,8535,9014,560,11497,0.000%,.56717,0.47,0.23
Get Compare List after adding Product,505,8071,8057,9834,10210,18703,1058,34730,0.000%,.56336,0.89,0.21
To Remove Product from Compare List ,496,7211,7946,8307,8434,8570,1049,10278,0.000%,.55472,0.45,0.20
Product Description Page (PDP),493,11170,11907,12419,12827,15352,2148,20418,0.000%,.55242,8.93,0.15
Get Product details with seller,485,11289,11845,12476,13364,16572,2799,20068,0.000%,.54648,3.16,0.16
Add Product to WishList,481,32798,28759,44944,65322,100892,11543,112115,0.000%,.54080,0.38,0.17
Add To Cart,462,21067,12932,40806,43081,63306,4864,86579,0.000%,.52897,0.52,0.44
Buy Now ,451,20053,12672,39909,40954,56271,4787,78826,0.000%,.52155,0.52,0.30
Instabuy pop-up,442,7673,2427,16103,18995,41722,1060,70750,2.489%,.51983,1.06,0.16
Exchange Pop-up,437,3454,3660,3841,3894,3998,1554,6488,0.000%,.51826,1.85,0.13
Remove Exchange,433,2344,2494,2624,2674,2788,908,4548,0.000%,.51842,0.40,0.19
Deactivate Exchange,431,2355,2488,2642,2676,3194,1097,5935,0.000%,.51715,0.40,0.19
Notify Me (if product is out of stock),429,1813,1892,2057,2114,2209,876,5174,0.000%,.51672,0.40,0.24
Place Order,428,9469,8033,23841,24996,38458,1077,52110,0.467%,.51233,56.21,0.18
TOTAL,9058,8725,5968,23124,29685,44155,10,112115,0.144%,9.94069,90.01,3.89
