Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,133,62,55,86,107,206,38,239,0.000%,.43113,0.42,0.11
OpenLogin ,133,1810,1500,2414,4401,5080,1042,7292,0.000%,.42676,0.71,0.22
TriggerOTP,132,1010,1015,1205,1254,1369,437,1394,0.000%,.42619,1.53,0.30
Product Listing Page (PLP),131,25,21,37,39,154,15,163,0.000%,.42607,13.67,0.22
Get Product List for Compare,131,364,367,462,486,512,150,514,0.000%,.42566,0.35,0.13
To Add Product To Compare,131,1102,1125,1345,1389,1433,454,1563,2.290%,.42448,0.34,0.16
Get Compare List after adding Product,129,1041,1018,1319,1409,1464,479,1518,0.000%,.42131,0.55,0.13
To Remove Product from Compare List ,129,1061,1073,1321,1372,1448,451,1478,1.550%,.42082,0.34,0.15
Get Compare List after removing Product,129,403,386,494,527,1027,216,1331,0.000%,.42086,0.35,0.13
Product Description Page (PDP),128,524,521,649,663,730,301,735,0.000%,.42285,3.15,0.12
Get Product details with seller,128,523,520,631,659,800,342,804,0.000%,.42270,2.23,0.12
Add Product to WishList,128,1902,1857,2296,2447,2937,1140,3152,0.000%,.42103,0.30,0.12
Notify Me (if product is out of stock),128,348,349,430,461,518,189,708,0.000%,.42218,0.33,0.20
Add To Cart,128,2470,2643,3098,3149,3497,246,3637,0.000%,.41956,0.41,0.24
Buy Now ,127,2482,2684,3108,3260,3458,393,3518,0.000%,.41972,0.41,0.24
Instabuy pop-up,126,2129,2190,2514,2820,4349,249,6619,0.000%,.42296,1.29,0.13
Exchange Pop-up,126,648,658,757,808,900,433,964,0.000%,.42581,1.54,0.11
Remove Exchange,124,417,413,530,554,613,231,628,0.000%,.42932,0.34,0.16
Deactivate Exchange,124,434,432,530,551,619,282,701,0.000%,.42915,0.34,0.16
Place Order,124,3278,2937,3799,8136,9728,430,10151,0.000%,.42060,0.41,0.16
TOTAL,2569,1096,700,2658,2954,3799,15,10151,0.195%,8.23548,28.36,3.23
