Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,99,99,99,99,99,99,99,0.000%,10.10101,9.91,2.61
OpenLogin ,1,1123,1123,1123,1123,1123,1123,1123,0.000%,.89047,1.48,0.47
TriggerOTP,1,489,489,489,489,489,489,489,0.000%,2.04499,7.43,1.45
Product Listing Page (PLP),1,33,33,33,33,33,33,33,0.000%,30.30303,972.36,15.36
Get Product List for Compare,1,181,181,181,181,181,181,181,0.000%,5.52486,4.49,1.68
To Add Product To Compare ,3,497,520,546,546,546,427,546,0.000%,1.27226,1.20,0.49
Get Compare List after adding Product,3,442,475,479,479,479,373,479,0.000%,1.31176,2.06,0.41
To Remove Product from Compare List,3,532,497,628,628,628,473,628,0.000%,1.86220,1.61,0.68
Product Description Page (PDP),1,402,402,402,402,402,402,402,0.000%,2.48756,16.65,0.69
Get Product details with seller,1,231,231,231,231,231,231,231,0.000%,4.32900,22.81,1.26
Add Product to WishList,1,730,730,730,730,730,730,730,0.000%,1.36986,0.98,0.40
Add To Cart,1,1703,1703,1703,1703,1703,1703,1703,0.000%,.58720,0.57,0.34
Buy Now ,1,1767,1767,1767,1767,1767,1767,1767,0.000%,.56593,0.55,0.33
Instabuy pop-up,1,1241,1241,1241,1241,1241,1241,1241,0.000%,.80580,2.61,0.25
Exchange Pop-up,1,241,241,241,241,241,241,241,0.000%,4.14938,15.03,1.05
Remove Exchange,1,159,159,159,159,159,159,159,0.000%,6.28931,4.96,2.33
Deactivate Exchange,1,167,167,167,167,167,167,167,0.000%,5.98802,4.74,2.22
Notify Me (if product is out of stock),1,124,124,124,124,124,124,124,0.000%,8.06452,6.31,3.74
Place Order,1,2530,2530,2530,2530,2530,2530,2530,0.000%,.39526,0.39,0.15
TOTAL,25,625,475,1241,1767,2530,33,2530,0.000%,1.59215,4.72,0.61
