Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,561,66,54,96,123,227,36,718,0.000%,.43475,0.43,0.11
OpenLogin ,561,6500,6063,7670,13944,15005,1184,17747,0.000%,.43218,0.72,0.23
TriggerOTP,557,5896,5758,8134,8669,9134,639,9742,0.718%,.43054,1.54,0.31
Product Listing Page (PLP),552,23,20,31,41,78,14,172,0.000%,.42891,13.76,0.22
Get Product List for Compare,552,3824,3969,4725,4919,5387,196,6803,0.000%,.42749,0.35,0.13
To Add Product To Compare,549,6519,6728,7500,7666,8088,767,9505,4.007%,.42438,0.34,0.16
Get Compare List after adding Product,545,6431,6613,7391,7602,7915,1077,8586,0.000%,.42169,0.55,0.13
To Remove Product from Compare List ,542,6533,6709,7547,7731,8118,1220,8437,16.605%,.41983,0.34,0.15
Get Compare List after removing Product,541,3890,3959,4722,4965,5572,361,7012,0.000%,.42364,0.35,0.13
Product Description Page (PDP),541,4179,4252,5006,5236,5694,577,6274,0.000%,.42237,3.15,0.12
Get Product details with seller,541,4190,4286,5003,5156,5565,460,6114,0.000%,.42108,2.22,0.12
Add Product to WishList,539,9540,9690,10714,11093,11716,1983,12532,0.742%,.41860,0.30,0.12
Notify Me (if product is out of stock),536,3834,3923,4601,4804,5190,248,6120,0.000%,.41908,0.33,0.20
Add To Cart,536,11344,12518,14091,14951,18724,629,19998,0.000%,.41687,0.40,0.24
Buy Now ,528,11694,13158,14450,14885,16086,632,17809,0.000%,.41107,0.40,0.24
Instabuy pop-up,520,8124,8779,9733,9974,11175,224,12401,6.731%,.40556,1.18,0.13
Exchange Pop-up,517,4910,4933,5663,5901,6306,684,7766,0.000%,.40845,1.48,0.10
Remove Exchange,517,4017,4038,4734,4936,5261,422,5498,0.000%,.40748,0.32,0.15
Deactivate Exchange,517,4071,4076,4850,5039,5500,425,6975,0.000%,.40609,0.32,0.15
Place Order,517,10907,10660,14908,16183,28472,1371,30693,0.000%,.40406,0.74,0.15
TOTAL,10769,5793,4980,10719,13426,14956,14,30693,1.439%,8.29025,28.92,3.25
