Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,270,63,51,97,128,219,35,363,0.000%,.44513,0.44,0.12
OpenLogin ,270,4089,3420,5154,11766,12375,1033,13901,0.000%,.44271,0.73,0.23
TriggerOTP,270,3450,3067,5567,5792,6267,561,6498,0.741%,.44189,1.58,0.31
Product Listing Page (PLP),269,23,20,29,37,92,15,126,0.000%,.44188,14.18,0.22
Get Product List for Compare,268,1301,1288,1459,1600,2055,307,2403,0.000%,.44280,0.36,0.13
To Add Product To Compare,268,4125,4167,4416,4531,4798,997,4897,6.716%,.44012,0.36,0.17
Get Compare List after adding Product,267,4184,4197,4572,4738,4906,2114,5692,0.000%,.43931,0.61,0.14
To Remove Product from Compare List ,266,4147,4145,4369,4513,4948,3078,5136,14.662%,.43884,0.36,0.16
Get Compare List after removing Product,264,1375,1331,1535,1677,1969,1153,2304,0.000%,.43966,0.36,0.14
Product Description Page (PDP),264,1751,1710,1959,2069,2303,1504,2575,0.000%,.43937,3.39,0.12
Get Product details with seller,263,1742,1717,1939,1995,2261,1460,2535,0.000%,.44777,2.36,0.13
Add Product to WishList,263,7208,7159,7887,8393,8651,865,9323,0.760%,.44676,0.32,0.13
Notify Me (if product is out of stock),263,1282,1209,1556,1732,2019,1059,3110,0.000%,.45134,0.35,0.21
Add To Cart,263,7233,7729,9102,9357,9869,1261,15038,0.000%,.44636,0.43,0.26
Buy Now ,260,7598,8581,9203,9359,9990,1320,10606,0.000%,.44717,0.44,0.26
Instabuy pop-up,255,5741,6333,6876,7062,7937,883,8765,4.314%,.44128,1.30,0.14
Exchange Pop-up,249,2371,2338,2539,2764,3083,1879,3535,0.000%,.43439,1.58,0.11
Remove Exchange,249,1520,1487,1732,1838,2136,1095,2278,0.000%,.43535,0.34,0.16
Deactivate Exchange,247,1532,1486,1744,1824,2181,1273,2576,0.000%,.43312,0.34,0.16
Place Order,245,7258,8168,9748,17027,23728,1166,26231,0.000%,.42960,2.79,0.16
TOTAL,5233,3386,2320,7614,8694,9869,15,26231,1.376%,8.52958,31.81,3.35
