Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,450,82,59,134,179,330,35,1516,0.000%,.50128,0.49,0.13
OpenLogin ,450,11357,11732,14146,18368,20815,1213,21942,0.000%,.49477,0.82,0.26
TriggerOTP,443,11416,12351,14825,15267,16228,822,17169,9.932%,.48928,1.69,0.35
Product Listing Page (PLP),434,25,21,37,46,97,15,256,0.000%,.48373,15.52,0.25
Get Product List for Compare,434,8992,9684,11130,11403,12226,757,12606,0.000%,.47883,0.39,0.15
To Add Product To Compare,429,11524,12215,13561,13988,15038,2607,15333,12.587%,.47325,0.39,0.18
Get Compare List after adding Product,424,11243,11770,13347,13817,14924,2679,15309,0.000%,.47071,0.60,0.15
To Remove Product from Compare List ,423,11737,12215,13639,14077,14813,3189,15230,71.158%,.46983,0.39,0.17
Get Compare List after removing Product,417,9267,9594,11010,11504,12130,1692,12957,0.000%,.46570,0.38,0.15
Product Description Page (PDP),413,9673,9953,11496,11911,12616,2310,13215,0.000%,.46287,4.38,0.13
Get Product details with seller,410,9817,9996,11653,11936,12666,2246,13185,0.000%,.46160,2.44,0.13
Add Product to WishList,409,13996,14656,16526,17006,18051,1599,18947,10.758%,.45967,0.33,0.13
Notify Me (if product is out of stock),404,9578,9668,11311,11861,12599,2025,12780,0.000%,.45864,0.36,0.21
Add To Cart,401,18695,21532,26241,26728,27506,3604,28133,0.000%,.45263,0.44,0.26
Buy Now ,399,19486,22958,26927,27476,28710,5006,29808,0.000%,.45269,0.44,0.26
Instabuy pop-up,389,13087,13726,15670,16474,17344,5414,18357,6.684%,.44607,1.14,0.14
Exchange Pop-up,387,10962,10926,12486,12896,13420,6430,13839,0.000%,.44693,1.62,0.11
Remove Exchange,378,10233,10167,11733,12194,12880,6408,13112,0.000%,.43950,0.35,0.16
Deactivate Exchange,371,10323,10278,11970,12209,12598,6890,13029,0.000%,.43612,0.35,0.16
Place Order,363,14375,14423,17630,18881,30128,6836,39501,0.275%,.42872,0.94,0.16
TOTAL,8228,10670,10861,15412,22094,26652,15,39501,5.712%,9.00574,32.66,3.54
