Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,105,59,52,83,111,135,31,189,0.000%,.34393,0.34,0.09
OpenLogin ,104,1177,987,1344,2683,3342,854,3678,0.000%,.34220,0.57,0.18
TriggerOTP,104,584,539,724,898,1065,441,1170,0.000%,.34262,1.23,0.24
Product Listing Page (PLP),104,23,20,26,31,78,15,160,0.000%,.34332,11.02,0.17
Get Product List for Compare,104,194,190,234,246,280,141,311,0.000%,.34308,0.28,0.10
To Add Product To Compare,103,555,553,627,638,728,411,745,1.942%,.34196,0.28,0.13
Get Compare List after adding Product,103,543,541,626,664,679,422,701,0.000%,.34206,0.43,0.11
To Remove Product from Compare List ,103,556,545,623,640,688,442,856,1.942%,.34209,0.28,0.12
Get Compare List after removing Product,103,213,198,245,324,551,154,597,0.000%,.34254,0.28,0.11
Product Description Page (PDP),102,300,285,373,416,481,222,603,0.000%,.34301,2.46,0.09
Get Product details with seller,102,300,289,370,418,468,231,515,0.000%,.34314,1.81,0.10
Add Product to WishList,102,938,909,1131,1193,1450,709,1464,0.000%,.34247,0.24,0.10
Notify Me (if product is out of stock),102,178,176,209,227,270,130,273,0.000%,.34353,0.27,0.16
Add To Cart,102,1597,1657,2097,2441,3223,275,3497,0.000%,.34167,0.33,0.20
Buy Now ,101,1665,1695,2058,2245,3519,250,4154,0.000%,.34347,0.33,0.20
Instabuy pop-up,101,1341,1365,1655,1908,2361,150,3268,0.000%,.34543,1.07,0.11
Exchange Pop-up,101,321,318,369,387,437,245,457,0.000%,.34690,1.26,0.09
Remove Exchange,101,214,207,254,264,305,161,341,0.000%,.34702,0.27,0.13
Deactivate Exchange,101,222,214,258,280,337,169,346,0.000%,.34699,0.28,0.13
Place Order,101,1954,1741,2443,4683,5091,488,5378,0.000%,.34552,0.34,0.13
TOTAL,2049,644,393,1647,1796,2711,15,5378,0.195%,6.69833,22.90,2.63
