Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,90,132,121,182,191,237,97,248,0.000%,.29910,0.23,0.08
OpenLogin ,90,1085,898,1399,1528,4820,801,4851,0.000%,.29829,0.49,0.10
TriggerOTP ,90,440,400,595,668,861,317,863,0.000%,.29881,1.20,0.16
Product Listing Page (PLP),90,24,23,28,32,67,20,69,0.000%,.29960,8.66,0.16
Get Product List for Compare,90,130,115,157,171,326,97,369,0.000%,.29950,0.24,0.09
To Add Product To Compare,90,400,343,617,798,909,276,925,0.000%,.29931,0.25,0.11
Get Compare List after adding Product,89,445,393,654,857,899,254,935,0.000%,.30396,0.43,0.09
To Remove Product from Compare List ,89,412,395,541,588,771,285,835,0.000%,.30431,0.24,0.11
Product Description Page (PDP),89,667,642,854,977,1311,470,1430,0.000%,.30466,8.03,0.08
Get Product details with seller,89,667,644,834,941,1006,468,1088,0.000%,.30552,1.47,0.09
Add Product to WishList,88,785,756,1032,1102,1168,527,1219,0.000%,.30358,0.21,0.09
Notify Me (if product is out of stock),86,130,112,208,241,255,89,267,0.000%,.30148,0.23,0.13
Add To Cart,85,401,129,1122,1322,5827,101,6217,0.000%,.29433,0.28,0.17
Buy Now ,84,315,120,1173,1279,1724,100,6314,0.000%,.29939,0.28,0.17
Instabuy pop-up,84,193,124,315,338,590,101,2937,0.000%,.29939,0.21,0.09
Exchange Pop-up,81,189,177,243,271,323,146,354,0.000%,.29335,1.05,0.07
Remove Exchange,81,141,130,170,190,232,110,300,0.000%,.29346,0.23,0.11
Deactivate Exchange,81,147,136,181,218,253,115,293,0.000%,.29352,0.23,0.11
Place Order,80,263,119,320,379,431,93,7405,0.000%,.30356,0.25,0.11
TOTAL,1646,371,209,832,923,1430,20,7405,0.000%,5.23767,22.68,1.94
