Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,603,4919,5311,6412,6698,7203,278,7594,0.000%,.66662,0.52,0.17
OpenLogin ,598,6831,7162,8356,8761,17091,963,20059,0.000%,.66337,1.10,0.23
TriggerOTP ,597,12571,13339,15361,15849,16462,323,17953,0.000%,.66152,2.60,0.35
Product Listing Page (PLP),593,23,22,27,30,39,19,124,0.000%,.66562,19.23,0.36
Get Product List for Compare,593,5218,5533,6818,6974,7908,100,8501,0.000%,.66194,0.53,0.20
To Add Product To Compare,591,7396,7630,8701,9178,11087,292,11439,0.000%,.65887,0.56,0.25
Get Compare List after adding Product,586,7048,7310,8628,8898,9424,363,9712,0.000%,.65451,0.83,0.20
To Remove Product from Compare List ,578,7599,7769,8950,9160,9564,1629,9968,0.000%,.64712,0.53,0.23
Product Description Page (PDP),566,9334,9507,10465,10824,12544,3821,12855,0.000%,.63696,16.71,0.17
Get Product details with seller,561,9326,9448,10323,10637,11117,3814,11475,0.000%,.63446,3.05,0.18
Add Product to WishList,554,10325,10403,11377,11652,12043,5200,13227,0.000%,.63027,0.44,0.18
Notify Me (if product is out of stock),548,5531,5589,6665,6923,7418,2968,8372,0.000%,.63053,0.48,0.28
Add To Cart,537,6306,5796,8316,10295,24778,3282,32477,0.000%,.62351,0.59,0.35
Buy Now ,532,6310,5833,8754,10166,25434,3267,31492,0.000%,.62666,0.59,0.35
Instabuy pop-up,532,6036,5948,7567,8404,10645,3323,13227,0.000%,.62688,0.44,0.18
Exchange Pop-up,527,6138,6185,7160,7493,8189,4129,9636,0.000%,.62742,2.24,0.16
Remove Exchange,519,5624,5739,6487,6893,8295,3378,9429,0.000%,.62327,0.48,0.23
Deactivate Exchange,512,5691,5775,6759,7001,7285,3598,7580,0.000%,.62270,0.48,0.23
Place Order,509,6386,5984,7839,8483,26911,3523,33950,0.000%,.62324,0.51,0.22
TOTAL,10636,6778,6415,10290,11683,15205,19,33950,0.000%,11.72755,50.68,4.35
