Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,45,179,142,237,315,1078,105,1078,0.000%,.15271,0.12,0.04
OpenLogin ,45,1186,881,1615,3081,4602,791,4602,0.000%,.15240,0.25,0.05
TriggerOTP ,45,392,361,498,525,578,307,578,0.000%,.15276,0.62,0.08
Product Listing Page (PLP),45,29,24,37,43,113,21,113,0.000%,.15302,4.42,0.08
Get Product List for Compare,45,117,110,145,157,184,96,184,0.000%,.15297,0.12,0.05
To Add Product To Compare,45,330,313,408,459,476,279,476,0.000%,.15288,0.13,0.06
Get Compare List after adding Product,45,377,318,582,649,673,288,673,0.000%,.15297,0.20,0.05
To Remove Product from Compare List ,44,329,311,381,437,452,278,452,0.000%,.15654,0.12,0.06
Product Description Page (PDP),44,573,544,693,800,911,474,911,0.000%,.15651,4.15,0.04
Get Product details with seller,44,555,529,691,695,729,461,729,0.000%,.15661,0.75,0.04
Add Product to WishList,44,652,615,846,884,925,529,925,0.000%,.15668,0.11,0.04
Notify Me (if product is out of stock),44,110,99,130,138,341,88,341,0.000%,.15708,0.12,0.07
Add To Cart,44,377,115,1163,1192,5512,100,5512,0.000%,.15708,0.15,0.09
Buy Now ,43,351,113,1199,1277,5332,99,5332,0.000%,.15391,0.15,0.09
Instabuy pop-up,42,238,115,307,350,2897,100,2897,0.000%,.15145,0.13,0.04
Exchange Pop-up,41,171,161,209,229,237,145,237,0.000%,.15042,0.54,0.04
Remove Exchange,41,130,123,153,163,211,111,211,0.000%,.15044,0.12,0.05
Deactivate Exchange,41,134,126,162,165,169,115,169,0.000%,.15044,0.12,0.06
Place Order,40,357,118,300,392,6558,97,6558,0.000%,.15428,0.13,0.06
TOTAL,827,349,179,681,883,2897,21,6558,0.000%,2.70536,11.65,1.01
