Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,176,62,54,92,110,127,40,160,0.000%,.28900,0.28,0.07
OpenLogin ,176,5070,3703,8036,8480,13124,3171,17548,0.000%,.28751,0.48,0.15
TriggerOTP,175,4681,3426,7899,8049,9187,1336,10847,1.714%,.28848,1.03,0.20
Product Listing Page (PLP),173,20,19,24,28,52,16,63,0.000%,.29022,9.31,0.15
Get Product List for Compare,173,2796,1436,5734,5943,6257,1181,6530,0.000%,.28962,0.24,0.09
To Add Product To Compare,515,5939,4419,9148,9324,9661,3159,9868,66.602%,.86473,0.73,0.33
Get Compare List after adding Product,169,6078,4680,9585,9784,10313,3722,10464,0.000%,.29735,0.42,0.09
To Remove Product from Compare List ,498,5837,4380,9049,9255,9466,2174,9831,67.068%,.88731,0.74,0.32
Get Compare List after removing Product,161,2564,1489,5598,5910,6165,1159,6376,0.000%,.30185,0.25,0.09
Product Description Page (PDP),160,2892,1967,5958,6154,6837,1607,7103,0.000%,.30353,5.04,0.08
Get Product details with seller,159,2877,2010,5830,6258,6566,1561,6659,0.000%,.30714,1.62,0.09
Add Product to WishList,159,8129,7064,11718,11812,20390,944,24526,1.887%,.30764,0.22,0.09
Add To Cart,155,8083,8754,16524,17664,18071,1408,18436,0.000%,.30606,0.30,0.18
Buy Now ,154,8072,8824,16542,17072,18548,1515,18877,0.000%,.30995,0.30,0.18
Instabuy pop-up,153,5958,6405,10793,11446,12214,1291,12693,1.961%,.31098,0.76,0.10
Exchange Pop-up,152,3292,2450,6595,6920,7397,2085,7843,0.000%,.31540,1.14,0.08
Remove Exchange,152,2433,1612,5573,5910,6681,1314,6925,0.000%,.31911,0.25,0.12
Deactivate Exchange,151,2412,1569,5529,5952,6784,1219,6965,0.000%,.32048,0.25,0.12
Notify Me (if product is out of stock),150,2101,1262,5321,5391,6402,1111,6434,0.000%,.32341,0.25,0.15
Place Order,150,8394,8409,12655,13818,24664,1294,30092,0.000%,.32563,0.30,0.12
TOTAL,3911,4614,4217,9045,9515,16524,16,30092,17.540%,6.37271,21.72,2.49
