Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,478,69,56,97,129,191,37,862,0.000%,.37080,0.36,0.10
OpenLogin ,478,6368,5993,7361,13811,14934,1218,17092,0.000%,.36932,0.61,0.19
TriggerOTP,477,7117,7845,8873,9041,9488,831,11767,0.210%,.37083,1.33,0.26
Product Listing Page (PLP),477,21,19,24,29,48,15,209,0.000%,.37106,11.91,0.19
Get Product List for Compare,477,3680,3849,4475,4676,5118,296,5364,0.000%,.37007,0.30,0.11
To Add Product To Compare,1415,6409,6621,7348,7518,7957,1024,8490,66.219%,1.09493,0.91,0.42
Get Compare List after adding Product,467,6401,6548,7427,7633,8075,1286,8711,2.355%,.36267,0.47,0.11
To Remove Product from Compare List ,1387,6503,6656,7341,7515,7767,1112,8877,84.283%,1.07770,0.90,0.39
Get Compare List after removing Product,455,3845,3924,4648,4909,5147,390,5693,0.000%,.35539,0.29,0.11
Product Description Page (PDP),453,4296,4378,5057,5247,5670,548,6243,0.000%,.35369,5.84,0.10
Get Product details with seller,451,4291,4400,5017,5144,5478,508,5612,0.000%,.35213,1.85,0.10
Add Product to WishList,450,9626,9770,10698,10896,11322,1846,11850,0.222%,.35137,0.25,0.10
Add To Cart,448,10424,12278,14764,15173,15747,864,16301,0.000%,.34977,0.34,0.20
Buy Now ,443,10466,12891,14262,14786,15746,1023,16385,0.000%,.34645,0.34,0.20
Instabuy pop-up,440,7129,8209,9449,9720,10330,660,11301,7.955%,.34692,0.84,0.11
Exchange Pop-up,440,4895,4924,5595,5776,6113,1394,6287,0.000%,.34584,1.25,0.09
Remove Exchange,439,4057,4094,4735,4919,5223,908,5752,0.000%,.34475,0.27,0.13
Deactivate Exchange,437,3965,3989,4610,4815,5158,906,5492,0.000%,.34356,0.27,0.13
Notify Me (if product is out of stock),434,3695,3732,4301,4509,4868,716,5454,0.000%,.34213,0.27,0.16
Place Order,433,7652,7124,11075,11705,25894,2765,26667,0.231%,.34024,1.02,0.13
TOTAL,10979,5675,5573,9403,11828,14576,15,26667,19.628%,8.46251,29.31,3.30
