Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,91,68,61,93,103,146,39,203,0.000%,.30030,0.30,0.08
OpenLogin ,91,1244,1117,1525,1658,3889,883,3923,0.000%,.29929,0.50,0.16
TriggerOTP,91,735,652,960,1538,1912,477,1917,0.000%,.29992,1.08,0.21
Product Listing Page (PLP),91,21,21,25,26,35,16,35,0.000%,.30051,9.64,0.15
Get Product List for Compare,91,207,195,264,301,340,159,392,0.000%,.30035,0.24,0.09
To Add Product To Compare,271,611,588,721,797,1091,422,1277,66.790%,.89330,0.74,0.34
Get Compare List after adding Product,90,586,555,718,756,820,407,1112,0.000%,.30061,0.37,0.09
To Remove Product from Compare List ,270,600,581,700,798,928,431,1184,67.037%,.89857,0.75,0.33
Get Compare List after removing Product,89,218,205,259,311,379,168,454,0.000%,.29874,0.24,0.09
Product Description Page (PDP),89,346,329,411,468,524,241,563,0.000%,.29866,4.68,0.08
Get Product details with seller,88,348,335,445,497,544,231,550,0.000%,.29580,1.55,0.09
Add Product to WishList,87,1418,1198,1630,1838,9301,829,10984,0.000%,.29225,0.21,0.09
Add To Cart,86,1536,1827,2204,2317,2422,236,2451,0.000%,.29994,0.29,0.17
Buy Now ,86,1548,1837,2185,2320,2354,275,2503,0.000%,.30042,0.29,0.17
Instabuy pop-up,86,1172,1353,1575,1883,2225,149,3337,2.326%,.30133,0.77,0.09
Exchange Pop-up,86,358,340,445,495,564,268,647,0.000%,.30239,1.10,0.08
Remove Exchange,86,243,229,292,335,400,189,585,0.000%,.30249,0.24,0.11
Deactivate Exchange,86,252,235,318,358,464,187,499,0.000%,.30245,0.24,0.11
Notify Me (if product is out of stock),86,194,181,230,282,325,143,334,0.000%,.30250,0.24,0.14
Place Order,86,2010,2148,2878,3045,6585,172,6601,0.000%,.30041,0.28,0.11
TOTAL,2127,668,529,1566,2044,2589,16,10984,17.113%,6.94841,23.18,2.71
