Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,43,73,64,101,127,206,44,206,0.000%,.14408,0.14,0.04
OpenLogin ,43,3360,3156,5655,5896,7604,1030,7604,0.000%,.14120,0.23,0.07
TriggerOTP,43,2949,2801,5076,5530,8661,535,8661,0.000%,.13797,0.50,0.10
Product Listing Page (PLP),41,22,20,24,26,125,15,125,0.000%,.13748,4.41,0.07
Get Product List for Compare,41,1334,1166,2679,2967,3956,176,3956,0.000%,.13569,0.11,0.04
To Add Product To Compare,121,3587,3645,5939,6353,6670,428,7059,65.289%,.39154,0.33,0.15
Get Compare List after adding Product,40,3582,3316,5902,6183,6450,640,6450,2.500%,.13488,0.17,0.04
To Remove Product from Compare List ,119,3874,3518,6153,6545,6973,703,7107,68.067%,.38422,0.32,0.14
Get Compare List after removing Product,39,1637,1246,3302,3616,3917,413,3917,0.000%,.13361,0.11,0.04
Product Description Page (PDP),39,2053,1770,3908,4016,4240,610,4240,0.000%,.13190,2.22,0.04
Get Product details with seller,39,2056,1664,3553,3938,4226,609,4226,0.000%,.13038,0.69,0.04
Add Product to WishList,39,6964,7097,9371,9863,23390,3397,23390,0.000%,.12642,0.09,0.04
Add To Cart,37,6848,7732,11989,13152,13339,965,13339,0.000%,.13057,0.13,0.08
Buy Now ,37,7101,8182,12459,13562,13864,970,13864,0.000%,.12624,0.12,0.07
Instabuy pop-up,37,5484,5903,9005,9183,9741,658,9741,2.703%,.12395,0.32,0.04
Exchange Pop-up,33,2433,2246,3937,4379,4499,899,4499,0.000%,.13100,0.48,0.03
Remove Exchange,33,1692,1332,3123,3418,3594,598,3594,0.000%,.12981,0.10,0.05
Deactivate Exchange,33,1711,1459,3079,3418,3487,561,3487,0.000%,.12843,0.10,0.05
Notify Me (if product is out of stock),33,1490,1143,2819,3258,3307,539,3307,0.000%,.12718,0.10,0.06
Place Order,33,7014,7439,11035,11173,12719,977,12719,0.000%,.12220,0.12,0.05
TOTAL,923,3311,2723,7123,9193,12512,15,23390,17.551%,2.88510,9.97,1.13
