Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,12,142,150,161,161,171,110,171,0.000%,.05057,0.04,0.01
OpenLogin ,12,1699,1245,2968,2968,3047,912,3047,0.000%,.05018,0.09,0.02
TriggerOTP ,12,1183,1132,2016,2016,2025,513,2025,0.000%,.05017,0.18,0.03
Product Listing Page (PLP),12,27,22,50,50,53,17,53,0.000%,.05056,1.61,0.03
Get Product List for Compare,12,135,129,153,153,191,112,191,0.000%,.05054,0.04,0.02
To Add Product To Compare,12,3038,1347,12227,12227,12671,328,12671,0.000%,.04802,0.04,0.02
Get Compare List after adding Product,12,409,417,509,509,551,288,551,0.000%,.04830,0.06,0.01
To Remove Product from Compare List ,12,753,739,1449,1449,1563,309,1563,0.000%,.04833,0.04,0.02
Product Description Page (PDP),12,6781,6839,7833,7833,8114,5160,8114,0.000%,.04721,0.44,0.01
Get Product details with seller,12,8817,8958,10428,10428,20158,4639,20158,0.000%,.04711,0.17,0.01
Add Product to WishList,12,1383,1368,1984,1984,2098,471,2098,0.000%,.04871,0.03,0.01
Notify Me (if product is out of stock),12,147,104,194,194,405,98,405,0.000%,.04903,0.04,0.02
Add To Cart,12,68702,81017,83878,83878,96516,710,96516,0.000%,.03768,0.04,0.02
Buy Now ,7,57304,79454,80416,81845,81845,707,81845,0.000%,.03585,0.04,0.02
Instabuy pop-up,7,6190,7332,8799,15904,15904,113,15904,0.000%,.03597,0.11,0.01
Exchange Pop-up,7,193,188,219,220,220,168,220,0.000%,.03596,0.13,0.01
Remove Exchange,7,237,149,442,499,499,134,499,0.000%,.03591,0.03,0.01
Deactivate Exchange,7,245,169,271,673,673,132,673,0.000%,.03595,0.03,0.01
Place Order,7,11403,13507,18416,18420,18420,330,18420,0.000%,.03562,0.07,0.01
TOTAL,198,8321,699,13507,79454,82587,17,96516,0.000%,.57483,2.20,0.22
