Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,126,126,126,126,126,126,126,0.00%,7.93651,6.14,2.04
OpenLogin ,1,977,977,977,977,977,977,977,0.00%,1.02354,1.76,0.36
TriggerOTP ,1,672,672,672,672,672,672,672,0.00%,1.4881,5.35,0.79
Product Listing Page (PLP),1,21,21,21,21,21,21,21,0.00%,47.61905,1561.38,26.27
Get Product List for Compare,1,109,109,109,109,109,109,109,0.00%,9.17431,7.32,2.74
To Add Product To Compare ,1,403,403,403,403,403,403,403,0.00%,2.48139,1.95,0.93
Get Compare List after adding Product,1,291,291,291,291,291,291,291,0.00%,3.43643,3.71,1.06
To Remove Product from Compare List,1,322,322,322,322,322,322,322,0.00%,3.10559,2.45,1.1
Product Description Page (PDP),1,14842,14842,14842,14842,14842,14842,14842,0.00%,0.06738,0.8,0.02
Get Product details with seller,1,10852,10852,10852,10852,10852,10852,10852,0.00%,0.09215,0.44,0.03
Add Product to WishList,1,1607,1607,1607,1607,1607,1607,1607,0.00%,0.62228,0.43,0.18
Add To Cart,1,81979,81979,81979,81979,81979,81979,81979,0.00%,0.0122,0.01,0.01
Buy Now ,1,63788,63788,63788,63788,63788,63788,63788,0.00%,0.01568,0.02,0.01
Instabuy pop-up,1,10481,10481,10481,10481,10481,10481,10481,0.00%,0.09541,0.36,0.03
Exchange Pop-up,1,226,226,226,226,226,226,226,0.00%,4.42478,15.82,1.09
Remove Exchange,1,885,885,885,885,885,885,885,0.00%,1.12994,0.87,0.41
Deactivate Exchange,1,609,609,609,609,609,609,609,0.00%,1.64204,1.28,0.6
Notify Me (if product is out of stock),1,102,102,102,102,102,102,102,0.00%,9.80392,7.53,4.48
Place Order,1,18178,18178,18178,18178,18178,18178,18178,0.00%,0.05501,0.06,0.02
TOTAL,19,10866,672,18178,63788,81979,21,81979,0.00%,0.09162,0.35,0.04
