Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,37,319,285,558,637,739,119,739,0.000%,.13405,0.10,0.03
OpenLogin ,37,2459,2297,3532,4163,4459,991,4459,0.000%,.13296,0.23,0.05
TriggerOTP ,37,2199,2192,3199,3474,3631,511,3631,0.000%,.13340,0.48,0.07
Product Listing Page (PLP),37,21,20,30,33,41,15,41,0.000%,.13426,4.40,0.07
Get Product List for Compare,37,511,424,985,1022,1182,113,1182,0.000%,.13420,0.11,0.04
To Add Product To Compare,37,2165,2006,3677,3849,4757,336,4757,0.000%,.13396,0.11,0.05
Get Compare List after adding Product,37,2072,2003,3896,4385,5781,291,5781,0.000%,.13505,0.18,0.04
To Remove Product from Compare List ,37,2087,2077,3946,4366,5354,360,5354,0.000%,.13565,0.11,0.05
Get Compare List after removing Product,37,493,480,893,1014,1327,114,1327,0.000%,.13756,0.11,0.04
Product Description Page (PDP),37,5057,5559,7314,7760,9188,1448,9188,0.000%,.13587,1.34,0.04
Get Product details with seller,37,4026,4356,5247,5450,11704,1355,11704,0.000%,.13677,0.55,0.04
Add Product to WishList,37,2089,2063,3390,3846,4645,539,4645,0.000%,.13916,0.10,0.04
Notify Me (if product is out of stock),37,350,303,606,638,1219,112,1219,0.000%,.14020,0.11,0.06
Add To Cart,37,23889,22854,51160,52311,56337,776,56337,0.000%,.12810,0.12,0.07
Buy Now ,34,25542,20515,58682,58797,59769,870,59769,0.000%,.12150,0.12,0.07
Instabuy pop-up,32,5012,6698,12602,13624,14615,221,14615,0.000%,.11853,0.24,0.04
Exchange Pop-up,32,1158,727,2065,3250,7037,171,7037,0.000%,.11836,0.42,0.03
Remove Exchange,28,393,277,708,1034,1057,127,1057,0.000%,.10724,0.08,0.04
Deactivate Exchange,28,475,377,988,1045,1110,147,1110,0.000%,.10718,0.08,0.04
Place Order,28,7099,3499,13152,24325,29165,326,29165,0.000%,.10333,4.13,0.04
TOTAL,700,4365,1271,7314,24325,54282,15,59769,0.000%,2.19656,11.24,0.82
