Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,115,3011,2394,5021,6153,15715,287,18226,0.000%,.18710,0.14,0.05
OpenLogin ,114,5458,4964,7685,9510,12608,2219,19823,0.000%,.18518,0.32,0.06
TriggerOTP ,113,10180,8116,20553,24079,27177,3298,28036,0.000%,.18424,0.66,0.10
Product Listing Page (PLP),112,29,21,57,60,90,15,92,0.000%,.18659,6.12,0.10
Get Product List for Compare,112,3518,2725,6699,8472,9583,1098,18963,0.000%,.18594,0.15,0.06
To Add Product To Compare,112,5883,5515,8198,8503,8954,2526,11456,2.679%,.18429,0.15,0.07
Get Compare List after adding Product,110,5701,5444,8129,8620,9572,2686,10109,0.000%,.18906,0.26,0.06
To Remove Product from Compare List ,110,6462,5642,8842,9607,11081,2649,19499,12.727%,.18959,0.15,0.07
Get Compare List after removing Product,110,3603,3009,5848,8325,10209,511,11967,0.000%,.19096,0.15,0.06
Product Description Page (PDP),110,9431,8910,14129,15407,16788,4300,16907,0.000%,.18896,1.86,0.05
Get Product details with seller,106,9437,8532,13030,13766,17594,1994,19557,0.000%,.19032,0.77,0.05
Add Product to WishList,106,7279,7344,9625,10975,12871,2563,14988,0.000%,.19325,0.13,0.06
Notify Me (if product is out of stock),106,3221,2327,6534,8135,10652,430,10751,0.000%,.19401,0.15,0.09
Add To Cart,106,34423,22051,71405,80527,91026,1446,99801,7.547%,.16921,0.33,0.10
Buy Now ,100,33619,25277,72030,75379,85348,22,85766,1.000%,.16701,0.17,0.09
Instabuy pop-up,95,10664,10585,19526,21396,22568,1515,24068,4.211%,.17514,0.31,0.05
Exchange Pop-up,95,5478,4006,14462,15212,16051,1950,18281,0.000%,.17616,0.63,0.04
Remove Exchange,95,4231,3723,6586,10305,11253,1286,14414,0.000%,.17668,0.14,0.06
Deactivate Exchange,91,3922,3134,5769,7643,14694,1691,14992,0.000%,.17221,0.13,0.06
Place Order,91,11969,9323,22382,28428,44427,2365,51106,0.000%,.16652,5.15,0.06
TOTAL,2109,8749,5023,14988,28428,72030,15,99801,1.422%,3.06524,14.98,1.13
