Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,129,129,129,129,129,129,129,0.000%,7.75194,6.00,1.99
OpenLogin ,1,1073,1073,1073,1073,1073,1073,1073,0.000%,.93197,1.60,0.33
TriggerOTP ,1,556,556,556,556,556,556,556,0.000%,1.79856,6.51,0.96
Product Listing Page (PLP),1,32,32,32,32,32,32,32,0.000%,31.25000,1024.66,17.24
Get Product List for Compare,1,114,114,114,114,114,114,114,0.000%,8.77193,7.00,2.62
To Add Product To Compare ,1,826,826,826,826,826,826,826,0.000%,1.21065,0.95,0.45
Get Compare List after adding Product,1,503,503,503,503,503,503,503,0.000%,1.98807,2.09,0.61
To Remove Product from Compare List,1,678,678,678,678,678,678,678,0.000%,1.47493,1.16,0.51
Product Description Page (PDP),1,4372,4372,4372,4372,4372,4372,4372,0.000%,.22873,2.28,0.06
Get Product details with seller,1,4451,4451,4451,4451,4451,4451,4451,0.000%,.22467,0.99,0.06
Add Product to WishList,1,1444,1444,1444,1444,1444,1444,1444,0.000%,.69252,0.48,0.20
Add To Cart,1,18349,18349,18349,18349,18349,18349,18349,0.000%,.05450,0.05,0.04
Buy Now ,1,7807,7807,7807,7807,7807,7807,7807,0.000%,.12809,0.13,0.10
Instabuy pop-up,1,282,282,282,282,282,282,282,0.000%,3.54610,2.26,1.08
Exchange Pop-up,1,4203,4203,4203,4203,4203,4203,4203,0.000%,.23793,0.85,0.06
Remove Exchange,1,150,150,150,150,150,150,150,0.000%,6.66667,5.16,2.43
Deactivate Exchange,1,146,146,146,146,146,146,146,0.000%,6.84932,5.32,2.51
Notify Me (if product is out of stock),1,122,122,122,122,122,122,122,0.000%,8.19672,6.29,3.70
Place Order,1,344,344,344,344,344,344,344,0.000%,2.90698,2.30,1.08
TOTAL,19,2399,556,4451,7807,18349,32,18349,0.000%,.40865,1.43,0.16
