Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,176,176,176,176,176,176,176,0.000%,5.68182,4.49,1.46
Send OTP ,1,447,447,447,447,447,447,447,0.000%,2.23714,1.70,0.75
OpenLogin,1,1033,1033,1033,1033,1033,1033,1033,0.000%,.96805,6.44,0.44
Product Listing Page (PLP),1,18,18,18,18,18,18,18,0.000%,55.55556,2058.49,30.65
Get Product List for Compare,1,159,159,159,159,159,159,159,0.000%,6.28931,5.13,2.20
To Add Product To Compare,1,495,495,495,495,495,495,495,0.000%,2.02020,1.63,0.92
Get Compare List after adding Product,1,546,546,546,546,546,546,546,0.000%,1.83150,2.44,0.66
To Remove Product from Compare List ,1,490,490,490,490,490,490,490,0.000%,2.04082,1.65,0.88
Product Description Page (PDP),1,721,721,721,721,721,721,721,0.000%,1.38696,18.91,0.44
Get Product details with seller,1,784,784,784,784,784,784,784,0.000%,1.27551,3.31,0.42
Add Product to WishList,1,2542,2542,2542,2542,2542,2542,2542,0.000%,.39339,0.28,0.12
Add To Cart,1,2979,2979,2979,2979,2979,2979,2979,0.000%,.33568,0.37,0.29
Buy Now ,1,2891,2891,2891,2891,2891,2891,2891,0.000%,.34590,0.38,0.21
Instabuy pop-up,1,1099,1099,1099,1099,1099,1099,1099,0.000%,.90992,3.60,0.28
Exchange Pop-up,1,239,239,239,239,239,239,239,0.000%,4.18410,15.04,1.03
Remove Exchange,1,175,175,175,175,175,175,175,0.000%,5.71429,4.53,2.06
Deactivate Exchange,1,192,192,192,192,192,192,192,0.000%,5.20833,4.15,1.88
Notify Me (if product is out of stock) ,1,164,164,164,164,164,164,164,0.000%,6.09756,4.79,3.07
Place Order,1,1364,1364,1364,1364,1364,1364,1364,0.000%,.73314,0.95,0.27
TOTAL,19,869,495,2542,2891,2979,18,2979,0.000%,1.14998,4.80,0.47
