Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,80,202,195,235,263,288,161,294,0.000%,.27003,0.21,0.07
Send OTP ,80,475,474,500,508,544,429,555,0.000%,.26982,0.20,0.09
OpenLogin,80,1442,1402,1854,1951,2082,1052,2586,0.000%,.26855,1.79,0.12
Product Listing Page (PLP),80,20,17,33,40,45,14,51,0.000%,.26958,9.99,0.15
Get Product List for Compare,80,199,195,223,232,288,164,302,0.000%,.26943,0.22,0.09
To Add Product To Compare,80,579,590,670,709,820,189,825,0.000%,.26905,0.22,0.12
Get Compare List after adding Product,80,685,663,813,873,952,528,1006,0.000%,.26909,0.37,0.10
To Remove Product from Compare List ,80,521,571,679,745,814,171,878,0.000%,.26933,0.22,0.11
Product Description Page (PDP),80,990,979,1161,1248,1354,769,1385,0.000%,.26879,25.39,0.08
Get Product details with seller,80,913,915,1018,1058,1065,764,1105,0.000%,.26901,1.33,0.08
Add Product to WishList,80,2637,2500,3339,3424,3665,1903,4230,0.000%,.26695,0.19,0.08
Add To Cart,79,3511,3531,4308,4554,4916,2412,5260,0.000%,.26299,0.29,0.22
Buy Now ,77,3357,3362,3852,4247,4475,2323,4629,0.000%,.25804,0.29,0.15
Instabuy pop-up,76,1306,1281,1490,1546,1647,1105,1648,0.000%,.25927,1.06,0.08
Exchange Pop-up,75,281,281,316,325,338,234,371,0.000%,.26853,0.97,0.07
Remove Exchange,75,205,205,227,245,267,174,267,0.000%,.26856,0.21,0.10
Deactivate Exchange,75,218,208,248,260,343,181,607,0.000%,.26847,0.21,0.10
Notify Me (if product is out of stock) ,75,198,192,221,235,313,161,344,0.000%,.26845,0.21,0.13
Place Order,75,1833,1798,2172,2340,2545,1395,2712,0.000%,.26700,0.34,0.10
TOTAL,1487,1031,615,2921,3484,4218,14,5260,0.000%,4.80962,41.93,1.93
