Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,140,241,238,280,296,319,176,333,0.000%,.45629,0.36,0.12
Send OTP ,140,517,515,563,579,627,444,647,0.000%,.45592,0.35,0.15
OpenLogin,140,1527,1427,1876,2145,2411,1089,2482,0.000%,.45400,3.02,0.21
Product Listing Page (PLP),140,16,16,20,24,32,14,37,0.000%,.45572,16.89,0.25
Get Product List for Compare,140,246,236,292,334,452,177,503,0.000%,.45525,0.37,0.16
To Add Product To Compare,140,716,728,822,880,1091,210,1115,0.000%,.45406,0.37,0.19
Get Compare List after adding Product,139,824,800,955,1082,1265,644,1311,0.000%,.45741,0.63,0.17
To Remove Product from Compare List ,139,627,712,845,936,1069,195,1074,0.000%,.45753,0.37,0.19
Product Description Page (PDP),139,1233,1222,1409,1513,1760,939,1823,0.000%,.45622,43.37,0.13
Get Product details with seller,139,1147,1130,1267,1369,1539,909,1681,0.000%,.45587,2.26,0.14
Add Product to WishList,139,3059,2935,3808,3987,4425,2210,4465,0.000%,.45266,0.32,0.14
Add To Cart,138,3771,3830,4426,4564,4782,2079,5184,3.623%,.45723,0.50,0.39
Buy Now ,138,3698,3704,4345,4474,4837,2591,5232,0.000%,.45864,0.51,0.27
Instabuy pop-up,134,1527,1490,1743,1888,1998,196,2042,0.746%,.45212,1.83,0.14
Exchange Pop-up,133,368,352,450,486,562,279,595,0.000%,.45234,1.63,0.11
Remove Exchange,133,263,255,329,339,432,195,447,0.000%,.45233,0.36,0.16
Deactivate Exchange,131,260,252,310,316,387,195,393,0.000%,.44655,0.36,0.16
Notify Me (if product is out of stock) ,131,246,237,292,302,346,196,387,0.000%,.44640,0.35,0.21
Place Order,130,2099,1994,2639,2824,3090,214,3322,0.769%,.44918,0.58,0.17
TOTAL,2603,1181,749,3259,3873,4425,14,5232,0.269%,8.31927,72.48,3.34
