Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,108,1704,1623,2553,2769,3565,624,4272,0.000%,.17660,0.14,0.05
Send OTP ,107,2520,2405,3414,3756,5870,1233,6048,0.000%,.17511,0.13,0.06
OpenLogin ,106,19057,12165,44204,45851,50286,4525,51758,0.000%,.17162,16.21,0.08
Product Listing Page (PLP),104,11,11,14,14,16,9,36,0.000%,.17432,5.09,0.10
Get Product List for Compare,104,2340,2114,3012,3463,4390,1835,6037,0.000%,.17375,0.14,0.05
To Add Product To Compare,104,7170,6941,8282,8793,9662,5105,10021,0.000%,.17288,0.14,0.07
Get Compare List after adding Product,102,6742,6889,7764,8044,8982,1978,9844,0.000%,.17362,0.22,0.05
To Remove Product from Compare List ,102,7024,6837,7836,8069,9303,5050,10222,0.000%,.17435,0.14,0.06
Product Description Page (PDP),99,10904,10739,11743,12536,13233,9650,13248,0.000%,.17245,15.57,0.05
Get Product details with seller,97,10808,10651,11569,12279,13119,9838,13472,0.000%,.17341,2.94,0.05
Add Product to WishList,97,13910,13578,15630,16345,17424,7830,18521,0.000%,.17427,0.12,0.06
Add To Cart,93,27157,22475,49991,54772,61460,9715,61632,1.075%,.17059,0.18,0.14
Buy Now ,89,27497,22805,49429,56162,56510,9769,57138,0.000%,.16745,0.18,0.10
Instabuy pop-up,82,11145,11143,13220,14184,15102,6954,15572,0.000%,.16217,0.80,0.05
Exchange Pop-up,82,3788,3520,4760,5205,5682,2776,6264,0.000%,.16506,0.59,0.04
Remove Exchange,80,2742,2481,3469,4075,4874,2048,6481,0.000%,.16603,0.13,0.06
Deactivate Exchange,80,2701,2451,3401,4100,4823,2173,4898,0.000%,.16591,0.13,0.06
Notify Me (if product is out of stock),80,2179,1943,3005,3461,3576,1558,3736,0.000%,.16665,0.13,0.08
Place Order,79,17878,7886,35849,69055,72436,2008,74304,0.000%,.16278,21.32,0.06
TOTAL,1795,9228,6826,18521,33124,54664,9,74304,0.056%,2.88799,57.38,1.11
