Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,39,208,206,312,350,362,102,362,0.000%,.13237,0.10,0.03
Send OTP ,39,499,511,596,605,627,369,627,0.000%,.13221,0.10,0.04
OpenLogin ,39,2511,1438,5533,5660,6651,876,6651,0.000%,.13164,12.85,0.06
Product Listing Page (PLP),39,12,12,15,15,16,9,16,0.000%,.13237,3.86,0.07
Get Product List for Compare,39,212,208,314,332,395,111,395,0.000%,.13224,0.11,0.04
To Add Product To Compare,39,556,555,726,732,1049,314,1049,0.000%,.13200,0.11,0.05
Get Compare List after adding Product,39,613,608,879,978,1167,295,1167,0.000%,.13205,0.15,0.04
To Remove Product from Compare List ,39,592,542,844,944,1122,307,1122,0.000%,.13199,0.10,0.05
Product Description Page (PDP),38,1112,990,1683,1846,2135,587,2135,0.000%,.13457,12.05,0.04
Get Product details with seller,38,1148,1050,1456,1763,1974,755,1974,0.000%,.13467,2.29,0.04
Add Product to WishList,38,1368,1341,1701,1859,2013,720,2013,0.000%,.13441,0.09,0.04
Add To Cart,38,4245,3064,7518,8301,8940,1615,8940,0.000%,.13092,0.14,0.11
Buy Now ,36,3964,3026,6388,7049,9793,1746,9793,0.000%,.12530,0.13,0.07
Instabuy pop-up,35,1398,1366,1659,1952,2255,1033,2255,0.000%,.12815,0.62,0.04
Exchange Pop-up,35,347,299,592,644,726,164,726,0.000%,.12881,0.46,0.03
Remove Exchange,35,245,226,322,389,467,137,467,0.000%,.12887,0.10,0.05
Deactivate Exchange,35,266,244,376,425,521,147,521,0.000%,.12889,0.10,0.05
Notify Me (if product is out of stock),35,179,156,244,294,411,100,411,0.000%,.12908,0.10,0.06
Place Order,35,2764,1678,7522,9238,10977,446,10977,0.000%,.12858,0.14,0.05
TOTAL,710,1165,587,2759,5206,8301,9,10977,0.000%,2.29688,31.40,0.89
