Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,52,426,412,598,603,635,219,644,0.000%,.17259,0.13,0.04
Send OTP ,52,815,830,993,1104,1185,474,1248,0.000%,.17204,0.13,0.06
OpenLogin ,52,4591,2559,10262,11711,12050,1264,12485,0.000%,.16771,15.90,0.08
Product Listing Page (PLP),51,12,12,14,14,17,10,32,0.000%,.16808,4.90,0.09
Get Product List for Compare,51,490,475,674,715,735,241,865,0.000%,.16776,0.13,0.05
To Add Product To Compare,50,1701,1799,2117,2159,2791,779,2791,0.000%,.16552,0.13,0.06
Get Compare List after adding Product,49,1762,1806,2229,2478,2746,471,2746,0.000%,.16721,0.20,0.05
To Remove Product from Compare List ,49,1725,1708,2205,2435,2534,605,2534,0.000%,.16660,0.13,0.06
Product Description Page (PDP),49,2788,2729,3632,3942,4172,1156,4172,0.000%,.16588,14.60,0.05
Get Product details with seller,49,2715,2761,3720,3869,4530,1509,4530,0.000%,.16632,2.81,0.05
Add Product to WishList,47,3480,3575,4296,4555,4928,1165,4928,0.000%,.16136,0.11,0.05
Add To Cart,46,8013,6745,12856,15616,17045,3347,17045,0.000%,.15925,0.17,0.13
Buy Now ,44,7894,6731,12789,13847,15119,3082,15119,0.000%,.15952,0.17,0.09
Instabuy pop-up,44,2645,2690,3236,3277,3320,1602,3320,0.000%,.16226,0.80,0.05
Exchange Pop-up,42,841,820,1114,1237,1307,406,1307,0.000%,.17093,0.61,0.04
Remove Exchange,42,564,544,771,815,923,265,923,0.000%,.17114,0.13,0.06
Deactivate Exchange,42,567,577,734,746,786,255,786,0.000%,.17139,0.13,0.06
Notify Me (if product is out of stock),42,459,467,643,701,724,130,724,0.000%,.17137,0.13,0.08
Place Order,42,5609,3526,17300,18333,22690,304,22690,0.000%,.16892,0.18,0.06
TOTAL,895,2445,1648,5266,9346,15119,10,22690,0.000%,2.86148,39.82,1.10
