Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,232,7026,7681,9853,10191,11294,983,12102,0.000%,.17960,0.14,0.05
Send OTP ,231,7629,8222,10637,11754,12768,1170,12900,0.000%,.18043,0.13,0.06
OpenLogin ,231,29280,24557,54855,58190,62016,2967,63923,0.000%,.17714,16.66,0.08
Product Listing Page (PLP),225,15,12,29,34,44,9,51,0.000%,.17564,5.13,0.10
Get Product List for Compare,225,7830,8340,10450,10958,12249,212,12664,0.000%,.17462,0.14,0.05
To Add Product To Compare,223,12284,12895,14939,15601,16345,948,17053,0.000%,.17295,0.14,0.07
Get Compare List after adding Product,221,11881,12515,14819,15474,16850,877,17482,0.000%,.17192,0.20,0.05
To Remove Product from Compare List ,216,12378,12704,15026,15645,16332,988,17075,0.000%,.16803,0.14,0.06
Product Description Page (PDP),215,16176,16596,18722,19405,20874,4941,21277,0.000%,.16739,14.98,0.05
Get Product details with seller,213,16172,16471,18748,19417,20327,5190,20737,0.469%,.16705,2.82,0.05
Add Product to WishList,209,19728,20005,22460,23191,24459,8854,25803,0.000%,.16460,0.11,0.05
Add To Cart,208,36631,34668,58888,65394,70121,11691,73913,2.885%,.16395,0.17,0.14
Buy Now ,200,36472,33537,58673,65190,68148,13590,69257,0.000%,.16052,0.17,0.09
Instabuy pop-up,192,16293,16608,18991,19712,22377,6634,23270,3.125%,.15668,0.70,0.05
Exchange Pop-up,191,10002,9924,12058,12399,13132,6853,13261,0.000%,.15909,0.57,0.04
Remove Exchange,189,9075,9042,10791,11596,12359,5552,12621,0.000%,.15844,0.12,0.06
Deactivate Exchange,187,8813,8691,10705,11285,12303,5995,12365,0.000%,.15916,0.12,0.06
Notify Me (if product is out of stock),186,8222,8189,10096,10448,11337,5286,12207,0.000%,.16062,0.12,0.07
Place Order,186,17793,12424,49846,55040,59262,5528,77079,0.000%,.16044,9.01,0.06
TOTAL,3980,14864,12044,27416,39298,61759,9,77079,0.327%,3.03974,49.85,1.17
