Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,118,118,118,118,118,118,118,0.00%,8.47458,6.56,2.18
Send OTP ,1,385,385,385,385,385,385,385,0.00%,2.5974,1.92,0.88
OpenLogin,1,2836,2836,2836,2836,2836,2836,2836,0.00%,0.35261,5.06,0.16
Product Listing Page (PLP),1,16,16,16,16,16,16,16,0.00%,62.5,1823.79,34.48
Get Product List for Compare,1,109,109,109,109,109,109,109,0.00%,9.17431,7.32,2.74
To Add Product To Compare,1,313,313,313,313,313,313,313,0.00%,3.19489,2.51,1.2
Get Compare List after adding Product,1,291,291,291,291,291,291,291,0.00%,3.43643,3.73,1.06
To Remove Product from Compare List ,1,321,321,321,321,321,321,321,0.00%,3.11526,2.46,1.11
Product Description Page (PDP),1,545,545,545,545,545,545,545,0.00%,1.83486,30.87,0.5
Get Product details with seller,1,495,495,495,495,495,495,495,0.00%,2.0202,28.82,0.58
Add Product to WishList,1,622,622,622,622,622,622,622,0.00%,1.60772,1.12,0.51
Add To Cart,1,3093,3093,3093,3093,3093,3093,3093,0.00%,0.32331,0.31,0.27
Buy Now ,1,3585,3585,3585,3585,3585,3585,3585,0.00%,0.27894,0.3,0.16
Instabuy pop-up,1,867,867,867,867,867,867,867,0.00%,1.1534,5.66,0.35
Exchange Pop-up,1,168,168,168,168,168,168,168,0.00%,5.95238,21.28,1.47
Remove Exchange,1,128,128,128,128,128,128,128,0.00%,7.8125,6.04,2.8
Deactivate Exchange,1,127,127,127,127,127,127,127,0.00%,7.87402,6.12,2.83
Notify Me (if product is out of stock) ,1,99,99,99,99,99,99,99,0.00%,10.10101,7.75,4.63
Place Order,1,392,392,392,392,392,392,392,0.00%,2.55102,2.06,0.95
TOTAL,19,763,321,2836,3093,3585,16,3585,0.00%,1.30899,6.47,0.5
