Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,200,12945,12850,21017,22547,36502,800,38219,0.000%,.24362,0.19,0.06
Send OTP ,200,14776,17737,23877,26077,27859,449,31848,0.000%,.23769,0.18,0.08
OpenLogin ,200,53448,47812,83668,86760,97148,9113,97842,0.000%,.22124,20.24,0.10
Product Listing Page (PLP),199,24,26,34,39,54,9,71,0.000%,.22497,6.56,0.12
Get Product List for Compare,199,20099,20769,24909,26836,57058,2100,58620,0.000%,.21866,0.17,0.07
To Add Product To Compare,190,24461,24788,28426,29357,59814,7126,62779,0.000%,.20845,0.17,0.08
Get Compare List after adding Product,183,26291,24278,29288,58933,60639,9874,61347,0.000%,.20373,0.21,0.06
To Remove Product from Compare List ,174,26721,26300,30465,31237,58205,10225,58654,0.000%,.19676,0.16,0.07
Product Description Page (PDP),157,32347,31376,42317,46589,59674,22444,61740,0.000%,.17947,16.06,0.05
Get Product details with seller,137,36453,32124,47824,49019,60229,23444,60476,0.000%,.16248,2.75,0.05
Add Product to WishList,129,39172,38062,48281,50451,63510,26495,66284,0.000%,.16296,0.11,0.05
Add To Cart,117,77660,74109,120015,120020,120028,28521,120041,11.111%,.15361,0.15,0.13
Buy Now ,109,78385,77048,112965,120018,120020,29779,120021,6.422%,.14980,0.15,0.09
Instabuy pop-up,102,41673,41939,61507,65003,73762,15320,73923,4.902%,.14776,0.70,0.05
Exchange Pop-up,101,30481,27093,54832,60718,63125,13306,69225,0.000%,.15573,0.56,0.04
Remove Exchange,100,27795,18261,60157,62607,70930,12111,74246,0.000%,.23631,0.18,0.08
Deactivate Exchange,100,23443,17869,39626,58207,59355,11901,61249,0.000%,.25039,0.19,0.09
Notify Me (if product is out of stock),100,20892,17251,37461,39117,61059,11839,63248,0.000%,.26217,0.20,0.12
Place Order,100,49221,36930,80127,82705,84846,14399,85079,0.000%,.28612,88.43,0.09
TOTAL,2797,30950,25410,62935,81401,113714,9,120041,0.894%,2.99421,78.91,1.13
