Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,161,2480,2568,3597,3806,4238,343,5912,0.000%,.26299,0.20,0.07
OpenLogin ,159,6145,6203,7576,7942,9179,2005,9737,0.000%,.25883,0.44,0.09
TriggerOTP ,158,8360,8189,10366,10821,11792,3601,12002,0.000%,.25975,0.93,0.14
Product Listing Page (PLP),158,19,17,22,26,30,14,214,0.000%,.26129,8.57,0.14
Get Product List for Compare,157,3164,3069,3929,4256,4985,1917,5711,0.000%,.25889,0.21,0.08
To Add Product To Compare,156,6987,6950,7750,7995,8711,5119,8918,3.205%,.25725,0.21,0.10
Get Compare List after adding Product,153,6978,7083,8208,8521,9257,2537,9782,0.000%,.25488,0.34,0.08
To Remove Product from Compare List ,151,7059,6931,7856,8166,8633,6001,9770,15.232%,.25431,0.20,0.09
Get Compare List after removing Product,149,3359,3319,4204,4503,5927,1730,6718,0.000%,.25820,0.21,0.08
Product Description Page (PDP),149,3932,3902,4707,5021,5592,2909,5597,0.000%,.25816,6.19,0.07
Get Product details with seller,149,4085,3870,4877,5206,7305,2985,7784,0.000%,.25863,1.55,0.07
Add Product to WishList,148,10508,10383,11533,11840,12549,8601,13057,0.000%,.25808,0.18,0.07
Notify Me (if product is out of stock),146,3258,3162,4289,4672,4956,2088,5118,0.000%,.25951,0.20,0.12
Add To Cart,145,12200,14852,17630,18826,20604,5028,21120,0.000%,.25625,0.25,0.15
Buy Now ,140,13283,16906,19535,20025,21672,4070,21789,0.000%,.25294,0.25,0.15
Instabuy pop-up,134,7191,8909,11616,11970,13434,1677,14132,8.955%,.24656,0.55,0.08
Exchange Pop-up,133,4737,4714,5520,5655,6011,3387,6042,0.000%,.24988,0.89,0.06
Remove Exchange,133,3517,3455,4254,4428,5464,2517,5687,0.000%,.25082,0.19,0.09
Deactivate Exchange,132,3635,3553,4443,4545,5140,2690,5281,0.000%,.25197,0.20,0.09
Place Order,132,13781,8067,42107,42848,44498,2445,44959,0.000%,.25084,15.67,0.09
TOTAL,2943,6162,4926,11022,16191,20127,14,44959,1.359%,4.76114,34.02,1.77
