Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,86,609,619,727,741,827,180,1215,0.000%,.27923,0.22,0.07
OpenLogin ,86,2268,2319,2568,2661,2891,964,3016,0.000%,.27726,0.48,0.10
TriggerOTP ,85,2303,2348,2732,2854,2919,860,2957,0.000%,.27424,0.99,0.15
Product Listing Page (PLP),84,18,18,22,24,30,15,35,0.000%,.27495,9.02,0.15
Get Product List for Compare,84,801,788,969,1037,1121,400,1122,0.000%,.27417,0.22,0.08
To Add Product To Compare,84,2238,2262,2653,2759,2833,851,2852,0.000%,.27262,0.22,0.10
Get Compare List after adding Product,83,2112,2131,2616,2713,2755,868,2884,0.000%,.26998,0.33,0.08
To Remove Product from Compare List ,81,2121,2103,2554,2660,2753,1083,2833,0.000%,.26567,0.21,0.09
Get Compare List after removing Product,81,807,787,973,1013,1176,455,1283,0.000%,.26608,0.21,0.08
Product Description Page (PDP),80,1091,1078,1280,1333,1363,687,1421,0.000%,.27471,3.14,0.07
Get Product details with seller,80,1091,1077,1322,1381,1426,760,1545,0.000%,.27485,1.21,0.08
Add Product to WishList,80,3415,3396,4004,4050,4077,2213,4344,0.000%,.27261,0.19,0.08
Notify Me (if product is out of stock),80,746,742,869,899,916,567,931,0.000%,.27493,0.21,0.13
Add To Cart,80,4189,4258,7078,7870,8125,1482,8599,0.000%,.27338,0.27,0.16
Buy Now ,80,4216,4028,6874,7065,7774,1479,8004,0.000%,.27643,0.27,0.16
Instabuy pop-up,80,2262,1031,4073,4301,4579,290,4849,0.000%,.28066,0.54,0.09
Exchange Pop-up,80,1246,1270,1537,1617,1675,441,1682,0.000%,.28224,1.01,0.07
Remove Exchange,79,873,880,1045,1116,1180,493,1202,0.000%,.28036,0.22,0.10
Deactivate Exchange,79,899,907,1086,1123,1189,551,1436,0.000%,.27994,0.22,0.10
Place Order,78,3506,3177,5145,5238,5595,1437,5724,0.000%,.27673,0.27,0.10
TOTAL,1630,1832,1305,3744,5001,6980,15,8599,0.000%,5.23723,18.70,1.94
