Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,256,12555,14141,18337,19245,22285,932,62824,0.000%,.27983,0.22,0.07
OpenLogin ,253,17411,16749,21064,24960,65305,3466,66235,0.000%,.27642,0.48,0.10
TriggerOTP ,244,33811,33646,43022,78217,87295,4034,89430,0.000%,.26682,0.96,0.14
Product Listing Page (PLP),230,33,31,39,43,144,15,652,0.000%,.26056,8.54,0.14
Get Product List for Compare,230,15124,14849,18770,19955,62563,1653,63697,0.000%,.25535,0.20,0.08
To Add Product To Compare,224,18075,18539,20488,21256,64589,6319,65666,5.357%,.24701,0.20,0.09
Get Compare List after adding Product,221,19345,17389,23825,25107,64062,5599,65838,0.000%,.24599,0.29,0.08
To Remove Product from Compare List ,215,19313,18082,20908,23854,65095,8363,67035,79.535%,.24306,0.20,0.09
Get Compare List after removing Product,211,17472,15767,18053,19460,63613,8057,63854,0.000%,.24106,0.19,0.07
Product Description Page (PDP),208,16479,15808,19902,22632,23399,7425,62294,0.000%,.23805,5.71,0.06
Get Product details with seller,205,17244,16078,18210,18930,63889,13289,64500,0.000%,.24428,1.46,0.07
Add Product to WishList,205,21881,20824,23896,25439,67755,14576,70703,0.000%,.24259,0.17,0.07
Notify Me (if product is out of stock),201,17308,16550,18440,19137,62166,12389,62560,0.000%,.24183,0.19,0.11
Add To Cart,200,38009,37875,82229,86120,88572,15048,93569,0.000%,.25901,0.25,0.15
Buy Now ,200,37473,40469,63794,79588,83428,14917,89433,0.000%,.25143,0.25,0.14
Instabuy pop-up,191,20891,19915,25833,29320,65660,13020,66119,6.806%,.24768,0.54,0.08
Exchange Pop-up,190,22874,17936,62455,64126,64844,14012,65216,0.000%,.24838,0.89,0.06
Remove Exchange,185,17496,16702,22123,23702,24807,13273,25022,0.000%,.24891,0.19,0.09
Deactivate Exchange,177,18644,17545,19955,21380,64177,12553,64637,0.000%,.24562,0.19,0.09
Place Order,172,46712,21448,130071,140703,152752,14821,154322,0.000%,.23871,30.91,0.08
TOTAL,4218,20969,17440,37337,62132,89433,15,154322,4.647%,4.57228,43.99,1.70
