Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,375,5425,5783,6766,7006,7464,487,7946,0.000%,.28955,0.22,0.07
OpenLogin ,374,8850,9202,10302,10534,11336,1413,11958,0.000%,.28808,0.49,0.10
TriggerOTP ,372,14970,15329,18534,19173,21292,1978,21844,0.000%,.28704,1.03,0.15
Product Listing Page (PLP),370,18,17,21,23,40,14,243,0.000%,.28799,9.44,0.16
Get Product List for Compare,370,6049,6355,7306,7555,8140,650,9438,0.000%,.28642,0.23,0.09
To Add Product To Compare,369,9542,9972,10850,11057,11543,1844,12074,3.252%,.28520,0.23,0.11
Get Compare List after adding Product,365,9398,9703,10759,10953,11536,1943,11918,0.000%,.28256,0.35,0.09
To Remove Product from Compare List ,362,9694,10037,11032,11323,11680,1975,12329,27.901%,.28121,0.23,0.10
Get Compare List after removing Product,359,6213,6469,7402,7688,8277,691,8946,0.000%,.28189,0.23,0.09
Product Description Page (PDP),359,6791,6956,7952,8246,8666,1008,9397,0.000%,.28052,6.72,0.08
Get Product details with seller,358,6833,7026,7934,8131,8597,1017,8875,0.000%,.27913,1.67,0.08
Add Product to WishList,355,12999,13273,14338,14620,15083,3476,15900,0.000%,.27630,0.19,0.08
Notify Me (if product is out of stock),350,6186,6310,7251,7457,7957,1198,8579,0.000%,.27375,0.21,0.13
Add To Cart,347,16353,20045,23391,24031,26061,3425,28340,0.000%,.27116,0.26,0.16
Buy Now ,344,16714,20384,23931,24743,26518,3564,29566,0.000%,.26952,0.26,0.15
Instabuy pop-up,337,8114,6751,13462,13891,14641,1515,15458,3.561%,.26589,0.39,0.08
Exchange Pop-up,335,7630,7674,8583,8844,9559,2584,10345,0.000%,.26460,0.95,0.07
Remove Exchange,334,6673,6721,7779,8000,8654,1809,8858,0.000%,.26539,0.21,0.10
Deactivate Exchange,334,6680,6728,7593,7911,8389,1774,10052,0.000%,.26427,0.21,0.10
Place Order,329,11863,10948,15828,16918,18508,4763,53952,0.000%,.26087,1.31,0.10
TOTAL,7098,8818,7663,14633,20178,23756,14,53952,1.761%,5.46019,24.48,2.03
