Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,121,121,121,121,121,121,121,0.000%,8.26446,6.40,2.12
OpenLogin ,1,916,916,916,916,916,916,916,0.000%,1.09170,1.88,0.38
TriggerOTP ,1,464,464,464,464,464,464,464,0.000%,2.15517,7.80,1.14
Product Listing Page (PLP),1,24,24,24,24,24,24,24,0.000%,41.66667,1366.21,22.99
Get Product List for Compare,1,109,109,109,109,109,109,109,0.000%,9.17431,7.32,2.74
To Add Product To Compare ,1,266,266,266,266,266,266,266,0.000%,3.75940,2.95,1.38
Get Compare List after adding Product,1,243,243,243,243,243,243,243,0.000%,4.11523,4.33,1.27
To Remove Product from Compare List,1,272,272,272,272,272,272,272,0.000%,3.67647,2.90,1.28
Product Description Page (PDP),1,252,252,252,252,252,252,252,0.000%,3.96825,39.57,1.05
Get Product details with seller,1,214,214,214,214,214,214,214,0.000%,4.67290,20.52,1.29
Add Product to WishList,1,405,405,405,405,405,405,405,0.000%,2.46914,1.72,0.70
Add To Cart,1,2342,2342,2342,2342,2342,2342,2342,0.000%,.42699,0.45,0.24
Buy Now ,1,2245,2245,2245,2245,2245,2245,2245,0.000%,.44543,0.47,0.25
Instabuy pop-up,1,1311,1311,1311,1311,1311,1311,1311,0.000%,.76278,2.29,0.23
Exchange Pop-up,1,168,168,168,168,168,168,168,0.000%,5.95238,21.29,1.47
Remove Exchange,1,126,126,126,126,126,126,126,0.000%,7.93651,6.14,2.90
Deactivate Exchange,1,133,133,133,133,133,133,133,0.000%,7.51880,5.84,2.75
Notify Me (if product is out of stock),1,108,108,108,108,108,108,108,0.000%,9.25926,7.11,4.18
Place Order,1,1267,1267,1267,1267,1267,1267,1267,0.000%,.78927,0.91,0.29
TOTAL,19,578,252,1311,2245,2342,24,2342,0.000%,1.59156,5.82,0.59
