Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,80,277,280,372,402,443,124,636,0.000%,.26175,0.20,0.07
OpenLogin ,79,1439,1368,1675,1872,2706,1044,3076,0.000%,.26225,0.45,0.09
TriggerOTP ,79,1084,1032,1480,1593,1951,693,1990,0.000%,.26305,0.95,0.14
Product Listing Page (PLP),79,18,18,22,24,29,14,30,0.000%,.26407,8.66,0.15
Get Product List for Compare,79,294,297,382,400,454,134,479,0.000%,.26377,0.21,0.08
To Add Product To Compare,79,942,944,1197,1320,1347,409,1410,0.000%,.26316,0.21,0.10
Get Compare List after adding Product,79,906,932,1197,1233,1300,456,1355,0.000%,.26331,0.31,0.08
To Remove Product from Compare List ,79,939,962,1201,1235,1355,550,1381,0.000%,.26375,0.21,0.09
Product Description Page (PDP),79,501,497,626,654,757,319,908,0.000%,.26437,2.85,0.07
Get Product details with seller,78,510,504,637,686,741,298,807,0.000%,.26219,1.04,0.07
Add Product to WishList,78,1443,1459,1800,1879,2032,816,2308,0.000%,.26175,0.18,0.07
Notify Me (if product is out of stock),77,264,269,345,356,380,127,441,0.000%,.26560,0.20,0.12
Add To Cart,77,2882,3302,4465,4633,5862,353,5929,0.000%,.26382,0.26,0.15
Buy Now ,77,2977,3254,4655,5239,5824,319,6183,0.000%,.26403,0.26,0.15
Instabuy pop-up,77,1378,1469,2168,2364,2949,216,3985,0.000%,.26617,0.51,0.08
Exchange Pop-up,76,486,490,604,628,666,252,732,0.000%,.26409,0.94,0.07
Remove Exchange,75,334,337,421,457,472,155,548,0.000%,.26369,0.20,0.10
Deactivate Exchange,75,338,335,437,464,485,150,529,0.000%,.26370,0.21,0.10
Place Order,75,1734,1069,3927,4988,5612,317,6141,0.000%,.26181,21.72,0.09
TOTAL,1477,984,653,2126,3425,4884,14,6183,0.000%,4.82361,37.69,1.80
