Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,297,12677,14096,19098,19718,21523,805,22086,0.000%,.32864,0.25,0.08
OpenLogin ,295,16047,17154,21816,22858,24457,2993,26950,0.000%,.32192,0.55,0.11
TriggerOTP ,289,31711,34579,39637,40777,43366,3782,44118,0.000%,.31511,1.13,0.17
Product Listing Page (PLP),275,33,32,43,49,106,15,311,0.000%,.30851,10.11,0.17
Get Product List for Compare,275,14446,15086,18048,19838,21233,1324,22122,0.000%,.30237,0.24,0.09
To Add Product To Compare,268,18693,19335,24132,26534,28605,6319,30053,0.000%,.29418,0.24,0.11
Get Compare List after adding Product,259,17736,17747,21845,24469,26719,7413,28916,0.000%,.28637,0.32,0.09
To Remove Product from Compare List ,246,19869,19745,23384,24394,26721,11289,29390,0.000%,.27635,0.23,0.10
Product Description Page (PDP),237,17762,17883,21548,23086,26116,7555,26291,0.000%,.26902,2.90,0.07
Get Product details with seller,230,17513,17316,21191,21870,22829,10961,25532,0.000%,.26617,1.06,0.07
Add Product to WishList,225,23644,23467,26543,28683,31287,15616,33925,0.000%,.26091,0.18,0.07
Notify Me (if product is out of stock),215,17582,17437,19757,20837,22150,13666,22449,0.000%,.25716,0.20,0.12
Add To Cart,212,35825,41833,48057,49244,52287,14346,53052,0.000%,.25621,0.25,0.15
Buy Now ,202,36010,41828,48456,49895,52252,15243,54031,0.000%,.24892,0.25,0.14
Instabuy pop-up,201,22897,22663,28518,29312,31071,12827,33777,3.483%,.26447,0.53,0.08
Exchange Pop-up,201,18279,18367,21276,21705,22338,13255,22927,0.000%,.26600,0.95,0.07
Remove Exchange,200,17188,16939,19909,20644,22005,12498,22411,0.000%,.27835,0.22,0.10
Deactivate Exchange,200,17376,16822,20986,22186,22754,12080,22923,0.000%,.27855,0.22,0.10
Place Order,198,25021,19799,26358,92564,99819,13942,104615,0.000%,.28020,12.82,0.10
TOTAL,4525,19555,18519,33327,42059,48744,15,104615,0.155%,4.90632,28.64,1.83
