Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,353,5654,6115,7237,7485,7958,557,9651,0.000%,.27338,0.21,0.07
OpenLogin ,352,9026,9311,10704,11788,13902,1740,15208,0.000%,.27444,0.47,0.10
TriggerOTP ,352,15778,16056,20038,20897,21725,1712,23073,0.000%,.27162,0.98,0.14
Product Listing Page (PLP),347,19,17,22,26,53,14,175,0.000%,.27004,8.85,0.15
Get Product List for Compare,347,6180,6478,7783,8193,9188,628,10062,0.000%,.26842,0.21,0.08
To Add Product To Compare,344,10738,11227,12159,12519,13432,2172,14963,0.000%,.26586,0.21,0.10
Get Compare List after adding Product,341,10514,10976,12237,12545,13001,2388,13267,0.000%,.26397,0.32,0.08
To Remove Product from Compare List ,338,10920,11291,12348,12671,13278,1752,15227,0.000%,.26303,0.21,0.09
Product Description Page (PDP),336,7194,7465,8404,8728,9190,755,10467,0.000%,.26180,2.83,0.07
Get Product details with seller,334,7068,7334,8445,8756,9572,613,9810,0.000%,.26015,1.03,0.07
Add Product to WishList,330,14485,14807,16029,16543,18033,2882,19582,0.000%,.25694,0.18,0.07
Notify Me (if product is out of stock),326,6411,6544,7582,8056,8766,938,9737,0.000%,.25511,0.20,0.12
Add To Cart,322,18033,21653,25029,25841,28420,1362,29701,0.000%,.25139,0.24,0.14
Buy Now ,319,18694,22640,25635,27015,29200,1179,30998,0.000%,.24956,0.25,0.14
Instabuy pop-up,316,10783,11224,15103,15825,17135,1439,18227,1.899%,.24742,0.36,0.08
Exchange Pop-up,310,7822,7873,9002,9231,10403,2420,10790,0.000%,.24379,0.87,0.06
Remove Exchange,307,6849,6972,7909,8174,9501,1620,10334,0.000%,.24142,0.19,0.09
Deactivate Exchange,306,6866,6908,7947,8284,8916,1673,10340,0.000%,.24094,0.19,0.09
Place Order,304,17681,11653,57545,59276,61899,1505,64059,0.000%,.23932,21.75,0.09
TOTAL,6284,9974,8449,16597,22792,27133,14,64059,0.095%,4.83289,38.82,1.80
