Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,137,63,53,83,116,276,37,313,0.000%,.44722,0.44,0.12
OpenLogin ,137,2023,1501,2417,7072,8195,947,8386,0.000%,.44511,0.78,0.23
TriggerOTP,137,1211,1204,1443,1564,1774,508,1833,0.000%,.44499,1.86,0.32
Product Listing Page (PLP),137,20,19,26,28,44,15,86,0.000%,.44569,12.41,0.23
Get Product List for Compare,137,393,397,493,516,560,163,591,0.000%,.44504,0.36,0.14
To Add Product To Compare,137,1154,1149,1384,1476,1544,489,1798,0.000%,.44365,0.37,0.17
Get Compare List after adding Product,136,1165,1142,1447,1491,1597,496,1654,0.000%,.44092,0.56,0.14
To Remove Product from Compare List ,134,1146,1150,1390,1439,1479,443,1501,0.000%,.43761,0.35,0.16
Get Compare List after removing Product,134,460,408,535,1060,1313,156,1340,0.000%,.43767,0.37,0.14
Product Description Page (PDP),134,563,562,673,745,820,251,936,0.000%,.43717,6.69,0.12
Get Product details with seller,133,567,560,699,741,902,330,1040,0.000%,.43359,1.86,0.13
Add Product to WishList,132,2002,1984,2442,2602,2997,1156,3032,0.000%,.43269,0.31,0.13
Notify Me (if product is out of stock),132,368,363,458,481,506,192,587,0.000%,.43381,0.34,0.20
Add To Cart,132,3200,2885,4391,8772,9884,1141,10051,0.000%,.43069,0.44,0.25
Buy Now ,130,3242,2834,4383,9095,10436,1048,10576,0.000%,.42863,0.44,0.25
Instabuy pop-up,129,1244,1012,2260,2467,3011,271,3954,0.775%,.43086,0.75,0.13
Exchange Pop-up,128,678,686,787,827,923,371,966,0.000%,.43219,1.57,0.11
Remove Exchange,128,449,445,558,614,652,249,686,0.000%,.43254,0.34,0.16
Deactivate Exchange,128,459,461,555,594,643,279,671,0.000%,.43264,0.34,0.16
Place Order,128,1761,1257,2848,3139,12454,811,13377,0.000%,.43196,0.37,0.16
TOTAL,2660,1104,733,2212,3236,7690,15,13377,0.038%,8.51140,30.29,3.34
