Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,280,59,53,82,103,173,36,214,0.000%,.46092,0.45,0.12
OpenLogin ,280,4655,3457,5113,18693,19919,1029,20318,0.000%,.45600,0.80,0.24
TriggerOTP,277,3960,3761,5037,5759,6456,1326,7706,1.444%,.45289,1.82,0.32
Product Listing Page (PLP),275,20,19,24,28,37,15,49,0.000%,.45259,12.60,0.23
Get Product List for Compare,275,1368,1351,1588,1740,1873,178,1950,0.000%,.45178,0.37,0.14
To Add Product To Compare,274,4220,4239,4515,4622,4819,1204,6832,1.460%,.45130,0.38,0.17
Get Compare List after adding Product,274,4267,4189,4879,4984,5114,2514,5379,0.000%,.45033,0.60,0.14
To Remove Product from Compare List ,271,4246,4242,4549,4604,4765,3403,4874,4.428%,.44768,0.36,0.16
Get Compare List after removing Product,269,1439,1382,1686,1780,1886,1140,3612,0.000%,.44898,0.37,0.14
Product Description Page (PDP),269,1846,1812,2149,2222,2325,1445,2438,0.000%,.44982,6.84,0.13
Get Product details with seller,267,1842,1812,2130,2222,2377,1466,2522,0.000%,.44947,1.91,0.13
Add Product to WishList,267,7108,7201,7737,8012,8218,973,8714,1.498%,.44773,0.32,0.13
Notify Me (if product is out of stock),261,1318,1272,1548,1639,1929,1020,2096,0.000%,.44902,0.35,0.21
Add To Cart,261,8550,8722,11507,24130,26894,1400,27991,0.383%,.44353,0.45,0.26
Buy Now ,259,8451,8667,11660,24005,27005,1330,27627,0.000%,.44660,0.45,0.26
Instabuy pop-up,257,3625,3655,6293,6489,7065,1071,8162,3.113%,.44827,0.74,0.14
Exchange Pop-up,254,2415,2391,2658,2716,2827,1932,3015,0.000%,.44460,1.61,0.11
Remove Exchange,253,1596,1548,1815,1945,2084,1318,2295,0.000%,.44566,0.35,0.16
Deactivate Exchange,253,1606,1568,1827,1976,2146,1290,2371,0.000%,.44594,0.35,0.17
Place Order,252,5163,4321,8237,8506,35140,1217,36162,0.000%,.44567,1.92,0.17
TOTAL,5328,3373,2352,7127,8807,18235,15,36162,0.619%,8.67509,32.20,3.41
