Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,524,70,51,96,126,193,35,4167,0.000%,.40696,0.40,0.11
OpenLogin ,524,7130,5900,8715,19895,21308,1253,53810,0.000%,.40391,0.71,0.21
TriggerOTP,520,9536,9333,11781,12830,18902,963,56107,0.385%,.40172,1.66,0.29
Product Listing Page (PLP),516,22,19,27,35,102,14,285,0.000%,.40094,11.17,0.20
Get Product List for Compare,516,4151,3819,4620,4997,17059,246,51902,0.000%,.39972,0.32,0.12
To Add Product To Compare,514,6580,6484,7414,7807,10853,871,53499,2.529%,.39763,0.33,0.15
Get Compare List after adding Product,512,6711,6601,7730,8180,11132,876,53688,0.000%,.39649,0.53,0.12
To Remove Product from Compare List ,507,6457,6452,7464,7842,10021,1029,53403,13.018%,.39297,0.32,0.14
Get Compare List after removing Product,503,4160,3854,4724,5408,16091,343,53411,0.000%,.39081,0.32,0.12
Product Description Page (PDP),502,6737,4338,5310,9115,64303,508,113338,3.187%,.39053,5.74,0.11
Get Product details with seller,501,5694,4340,5325,7171,63448,464,80604,1.597%,.38936,1.71,0.11
Add Product to WishList,500,8848,9209,10211,10627,12099,1428,13180,3.600%,.38818,0.28,0.11
Notify Me (if product is out of stock),493,3763,3829,4557,5051,7156,251,7947,3.245%,.38466,0.30,0.18
Add To Cart,492,13934,12746,18212,29187,131856,1129,153748,7.724%,.38263,0.38,0.22
Buy Now ,488,13242,12853,16833,28999,53999,1337,155098,3.279%,.38000,0.38,0.22
Instabuy pop-up,482,6538,5762,8678,9354,21470,271,67659,7.054%,.37611,0.64,0.12
Exchange Pop-up,478,4807,4830,5586,6039,7044,618,16294,0.000%,.37553,1.36,0.09
Remove Exchange,478,4269,4071,4863,5235,7149,351,50845,0.000%,.37443,0.30,0.14
Deactivate Exchange,477,4367,4055,4826,5276,8001,414,51485,0.000%,.37434,0.30,0.14
Place Order,476,8171,6519,10081,10784,63329,1286,111940,0.000%,.37241,1.34,0.14
TOTAL,10003,6234,4877,9959,14171,30579,14,155098,2.269%,7.70966,28.22,3.03
