Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,111,74,64,120,140,163,40,166,0.000%,.36415,0.36,0.09
OpenLogin ,111,1451,1059,1653,4608,6015,860,6187,0.000%,.36302,0.63,0.19
TriggerOTP,110,716,683,895,987,1158,508,1377,0.000%,.36724,1.54,0.26
Product Listing Page (PLP),110,21,20,27,31,42,16,56,0.000%,.36816,10.25,0.19
Get Product List for Compare,110,194,189,233,253,292,145,335,0.000%,.36796,0.30,0.11
To Add Product To Compare,110,576,571,661,704,735,444,741,0.000%,.36752,0.31,0.14
Get Compare List after adding Product,110,554,547,663,688,716,396,735,0.000%,.36759,0.46,0.12
To Remove Product from Compare List ,110,575,559,655,720,849,441,861,0.000%,.36769,0.30,0.13
Get Compare List after removing Product,110,231,195,303,502,573,159,647,0.000%,.36845,0.31,0.12
Product Description Page (PDP),110,314,299,383,439,528,227,644,0.000%,.36829,5.64,0.10
Get Product details with seller,110,315,307,378,421,484,213,484,0.000%,.36836,1.58,0.11
Add Product to WishList,110,1025,973,1188,1458,1558,802,1580,0.000%,.36759,0.26,0.11
Notify Me (if product is out of stock),110,182,175,226,252,287,132,294,0.000%,.36872,0.29,0.17
Add To Cart,110,2157,1888,3030,5676,6249,713,6523,0.000%,.36584,0.37,0.21
Buy Now ,108,2246,1884,4471,5516,6153,652,6911,0.000%,.35931,0.37,0.21
Instabuy pop-up,107,731,489,1383,1474,2162,138,3270,0.935%,.36592,0.63,0.11
Exchange Pop-up,107,321,318,372,407,420,255,443,0.000%,.36569,1.33,0.09
Remove Exchange,107,217,212,262,281,305,158,355,0.000%,.36592,0.29,0.14
Deactivate Exchange,107,221,219,260,273,319,180,349,0.000%,.36583,0.29,0.14
Place Order,107,904,608,1710,1886,7277,427,7621,0.000%,.36534,0.32,0.14
TOTAL,2185,651,381,1373,2213,5138,16,7621,0.046%,7.04452,24.83,2.77
