Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
Login Ui Page,1,156,156,156,156,156,156,156,0.000%,6.41026,6.29,1.66
OpenLogin ,1,1175,1175,1175,1175,1175,1175,1175,0.000%,.85106,1.49,0.45
TriggerOTP,1,597,597,597,597,597,597,597,0.000%,1.67504,6.11,1.19
Product Listing Page (PLP),1,26,26,26,26,26,26,26,0.000%,38.46154,1071.14,21.41
Get Product List for Compare,1,145,145,145,145,145,145,145,0.000%,6.89655,5.60,2.09
To Add Product To Compare ,3,470,444,565,565,565,402,565,0.000%,1.31926,1.25,0.51
Get Compare List after adding Product,3,421,448,451,451,451,366,451,0.000%,1.29366,2.03,0.41
To Remove Product from Compare List,3,418,407,449,449,449,398,449,0.000%,2.33645,2.02,0.85
Product Description Page (PDP),1,281,281,281,281,281,281,281,0.000%,3.55872,7.11,0.98
Get Product details with seller,1,269,269,269,269,269,269,269,0.000%,3.71747,7.19,1.08
Add Product to WishList,1,796,796,796,796,796,796,796,0.000%,1.25628,0.90,0.37
Add To Cart,1,1742,1742,1742,1742,1742,1742,1742,0.000%,.57405,0.59,0.33
Buy Now ,1,1722,1722,1722,1722,1722,1722,1722,0.000%,.58072,0.59,0.33
Instabuy pop-up,1,332,332,332,332,332,332,332,0.000%,3.01205,1.97,0.93
Exchange Pop-up,1,226,226,226,226,226,226,226,0.000%,4.42478,16.03,1.11
Remove Exchange,1,152,152,152,152,152,152,152,0.000%,6.57895,5.18,2.43
Deactivate Exchange,1,177,177,177,177,177,177,177,0.000%,5.64972,4.47,2.10
Notify Me (if product is out of stock),1,128,128,128,128,128,128,128,0.000%,7.81250,6.11,3.62
Place Order,1,388,388,388,388,388,388,388,0.000%,2.57732,2.08,0.97
TOTAL,25,489,398,796,1722,1742,26,1742,0.000%,2.01402,4.78,0.78
