Login Ui Page,46,180,166,227,255,292,127,292,0.000%,.15120,0.12,0.04
Send OTP ,46,494,473,609,672,679,425,679,0.000%,.15108,0.11,0.05
OpenLogin ,44,1261,1068,1859,1875,2438,845,2438,0.000%,.15463,0.98,0.07
Product Listing Page (PLP),44,14,14,19,20,27,11,27,0.000%,.15542,3.11,0.09
Get Product List for Compare,44,206,201,238,305,347,156,347,0.000%,.15532,0.12,0.06
To Add Product To Compare,44,658,618,828,924,1271,484,1271,0.000%,.15495,0.13,0.06
Get Compare List after adding Product,44,645,612,826,853,1100,472,1100,0.000%,.15499,0.21,0.06
To Remove Product from Compare List ,44,582,558,680,728,1085,469,1085,0.000%,.15478,0.12,0.06
Product Description Page (PDP),44,910,888,1129,1155,1180,723,1180,0.000%,.15450,5.34,0.04
Get Product details with seller,44,871,851,1038,1044,1065,728,1065,0.000%,.15438,1.36,0.04
Add Product to WishList,44,3131,2845,4972,5113,5716,1522,5716,0.000%,.15355,0.11,0.05
Add To Cart,44,2195,1637,3806,3979,5403,907,5403,0.000%,.15384,0.15,0.13
Buy Now ,43,2141,2249,3628,3714,3767,888,3767,0.000%,.15130,0.15,0.09
Instabuy pop-up,42,726,271,1285,1404,1875,153,1875,0.000%,.14962,0.33,0.05
Exchange Pop-up,42,281,273,343,380,493,218,493,0.000%,.14960,0.53,0.04
Remove Exchange,41,211,208,240,301,426,160,426,0.000%,.15036,0.12,0.05
Deactivate Exchange,41,224,207,285,312,441,167,441,0.000%,.15042,0.12,0.05
Notify Me (if product is out of stock),41,168,166,195,202,313,133,313,0.000%,.15044,0.11,0.07
Place Order,41,1326,1285,2866,2905,4064,486,4064,0.000%,.14982,0.15,0.06
TOTAL,823,857,567,2438,3048,4205,11,5716,0.000%,2.69226,12.42,1.06
