Login Ui Page,74,274,263,397,423,453,151,458,0.000%,.24351,0.19,0.06
Send OTP ,74,606,594,764,832,911,430,947,0.000%,.24314,0.18,0.08
OpenLogin ,74,1750,1560,2635,3056,3477,961,3749,0.000%,.24223,1.54,0.11
Product Listing Page (PLP),74,17,15,29,31,32,12,32,0.000%,.24306,4.86,0.14
Get Product List for Compare,74,330,312,499,519,565,153,611,0.000%,.24283,0.19,0.09
To Add Product To Compare,73,1040,969,1499,1594,1891,500,1903,0.000%,.24070,0.20,0.10
Get Compare List after adding Product,72,1124,1064,1575,1609,2214,584,2360,0.000%,.24251,0.33,0.09
To Remove Product from Compare List ,72,1031,998,1383,1436,1597,563,1621,0.000%,.24211,0.19,0.09
Product Description Page (PDP),72,1459,1404,1930,2013,2121,901,2166,0.000%,.24182,8.33,0.07
Get Product details with seller,71,1499,1432,1955,2048,2109,852,2184,0.000%,.24414,2.15,0.07
Add Product to WishList,71,5061,4695,6775,7384,10025,3132,10270,0.000%,.24058,0.17,0.08
Add To Cart,68,3131,2460,5555,6109,7334,1188,7412,0.000%,.24117,0.24,0.20
Buy Now ,68,3125,2373,5378,5862,7405,1034,7788,0.000%,.23797,0.24,0.14
Instabuy pop-up,67,1075,603,2173,2480,2738,170,3025,0.000%,.24061,0.53,0.07
Exchange Pop-up,67,497,508,697,741,806,255,821,0.000%,.24011,0.86,0.06
Remove Exchange,67,325,314,489,515,539,179,564,0.000%,.24029,0.19,0.09
Deactivate Exchange,66,333,301,485,573,580,191,622,0.000%,.23825,0.19,0.09
Notify Me (if product is out of stock),66,298,298,399,449,484,134,486,0.000%,.23825,0.18,0.11
Place Order,65,1901,1288,4019,4864,5131,421,6625,1.538%,.23672,0.24,0.09
TOTAL,1335,1303,835,3416,4689,6718,12,10270,0.075%,4.27594,19.96,1.68
